target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
replace,"Secondly, people in the future will develop a more efficient and rapid transportation tool which can **replace** cars.","['supplant', 'supersede', 'substitute', 'displace']",['oust'],"['supplant', 'supersede', 'substitute', 'displace']",[],1,"[6, 6, 3, 4]",[],"Secondly, people in the future will develop a more efficient and rapid transportation tool which can replace cars.",replace,displace,1554,prolex,replace,displace,101,108,"[{""target2"": ""Secondly"", ""target2_offset"": 0, ""target2_end"": 8, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Second""]}, {""target2"": ""people"", ""target2_offset"": 10, ""target2_end"": 16, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""future"", ""target2_offset"": 24, ""target2_end"": 30, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""hereafter""]}, {""target2"": ""develop"", ""target2_offset"": 36, ""target2_end"": 43, ""target2_pos"": ""VB"", ""target2_rank"": 7, ""candidates"": [""arise"", ""train"", ""originate"", ""formulate"", ""grow"", ""get"", ""rise"", ""evolve"", ""educate"", ""prepare"", ""acquire"", ""break"", ""produce""]}, {""target2"": ""efficient"", ""target2_offset"": 51, ""target2_end"": 60, ""target2_pos"": ""JJ"", ""target2_rank"": 10, ""candidates"": [""effective""]}]",5,18,Secondly,Second,0,8,RB,selected_conservative,Selected 'Second' for 'Secondly' from provided candidates; conservative synonym judged to preserve meaning and grammar.,"Secondly, people in the future will develop a more efficient and rapid transportation tool which can displace cars.","Second, people in the future will develop a more efficient and rapid transportation tool which can displace cars.",target2_starts_at_offset_0
help,Furthermore a tour guide can **help** you with communication problems.,"['assist', 'aid', 'support']","['facilitate', 'guide']","['assist', 'aid', 'support']",[],0,"[2, 3, 1]",[],Furthermore a tour guide can help you with communication problems.,help,assist,1555,prolex,help,assist,29,33,"[{""target2"": ""Furthermore"", ""target2_offset"": 0, ""target2_end"": 11, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Moreover""]}, {""target2"": ""guide"", ""target2_offset"": 19, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""scout"", ""template""]}, {""target2"": ""communication"", ""target2_offset"": 43, ""target2_end"": 56, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""communicating""]}, {""target2"": ""problems"", ""target2_offset"": 57, ""target2_end"": 65, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""troubles"", ""jobs""]}]",4,6,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Furthermore a tour guide can assist you with communication problems.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
help,Furthermore a tour guide can **help** you with communication problems.,"['assist', 'aid', 'support']","['facilitate', 'guide']","['assist', 'aid', 'support']",[],0,"[2, 3, 1]",[],Furthermore a tour guide can help you with communication problems.,help,aid,1556,prolex,help,aid,29,33,"[{""target2"": ""Furthermore"", ""target2_offset"": 0, ""target2_end"": 11, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Moreover""]}, {""target2"": ""guide"", ""target2_offset"": 19, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""scout"", ""template""]}, {""target2"": ""communication"", ""target2_offset"": 43, ""target2_end"": 56, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""communicating""]}, {""target2"": ""problems"", ""target2_offset"": 57, ""target2_end"": 65, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""troubles"", ""jobs""]}]",4,6,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Furthermore a tour guide can aid you with communication problems.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
help,Furthermore a tour guide can **help** you with communication problems.,"['assist', 'aid', 'support']","['facilitate', 'guide']","['assist', 'aid', 'support']",[],0,"[2, 3, 1]",[],Furthermore a tour guide can help you with communication problems.,help,support,1557,prolex,help,support,29,33,"[{""target2"": ""Furthermore"", ""target2_offset"": 0, ""target2_end"": 11, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Moreover""]}, {""target2"": ""guide"", ""target2_offset"": 19, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""scout"", ""template""]}, {""target2"": ""communication"", ""target2_offset"": 43, ""target2_end"": 56, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""communicating""]}, {""target2"": ""problems"", ""target2_offset"": 57, ""target2_end"": 65, ""target2_pos"": ""NNS"", ""target2_rank"": 9, ""candidates"": [""troubles"", ""jobs""]}]",4,6,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Furthermore a tour guide can support you with communication problems.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
arrange,It will cost a lot of time and energy to **arrange** a trip.,"['plan', 'organize', 'set up', 'schedule']",['coordinate'],"['organize', 'schedule', 'set up']",['plan'],1,"[1, 3, 'None']",[0],It will cost a lot of time and energy to arrange a trip.,arrange,plan,1558,prolex,arrange,plan,41,48,"[{""target2"": ""cost"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""be""]}, {""target2"": ""time"", ""target2_offset"": 22, ""target2_end"": 26, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""energy"", ""target2_offset"": 31, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""vitality"", ""zip"", ""push""]}, {""target2"": ""trip"", ""target2_offset"": 51, ""target2_end"": 55, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""slip""]}]",4,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,It will cost a lot of time and energy to plan a trip.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
arrange,It will cost a lot of time and energy to **arrange** a trip.,"['plan', 'organize', 'set up', 'schedule']",['coordinate'],"['organize', 'schedule', 'set up']",['plan'],1,"[1, 3, 'None']",[0],It will cost a lot of time and energy to arrange a trip.,arrange,organize,1559,prolex,arrange,organize,41,48,"[{""target2"": ""cost"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""be""]}, {""target2"": ""time"", ""target2_offset"": 22, ""target2_end"": 26, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""energy"", ""target2_offset"": 31, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""vitality"", ""zip"", ""push""]}, {""target2"": ""trip"", ""target2_offset"": 51, ""target2_end"": 55, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""slip""]}]",4,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,It will cost a lot of time and energy to organize a trip.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
arrange,It will cost a lot of time and energy to **arrange** a trip.,"['plan', 'organize', 'set up', 'schedule']",['coordinate'],"['organize', 'schedule', 'set up']",['plan'],1,"[1, 3, 'None']",[0],It will cost a lot of time and energy to arrange a trip.,arrange,schedule,1560,prolex,arrange,schedule,41,48,"[{""target2"": ""cost"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""be""]}, {""target2"": ""time"", ""target2_offset"": 22, ""target2_end"": 26, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""sentence"", ""clip"", ""meter""]}, {""target2"": ""energy"", ""target2_offset"": 31, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""vitality"", ""zip"", ""push""]}, {""target2"": ""trip"", ""target2_offset"": 51, ""target2_end"": 55, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""slip""]}]",4,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,It will cost a lot of time and energy to schedule a trip.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
involved,We too became **involved** in various voluntary services.,['engaged'],"['committed', 'participated', 'implicated', 'occupied']",['engaged'],[],2,[2],[],We too became involved in various voluntary services.,involved,engaged,1574,prolex,involved,engaged,14,22,"[{""target2"": ""became"", ""target2_offset"": 7, ""target2_end"": 13, ""target2_pos"": ""VBD"", ""target2_rank"": 2, ""candidates"": [""turned"", ""suited""]}, {""target2"": ""various"", ""target2_offset"": 26, ""target2_end"": 33, ""target2_pos"": ""JJ"", ""target2_rank"": 5, ""candidates"": [""several"", ""respective"", ""diverse"", ""versatile""]}, {""target2"": ""services"", ""target2_offset"": 44, ""target2_end"": 52, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""helps"", ""serves""]}]",3,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,We too became engaged in various voluntary services.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
shape,"But generally we feel it is a flat **shape**,, if it is a plat **shape** sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.","['form', 'structure', 'figure']","['configuration', 'contour']","['structure', 'figure']",['form'],1,"[1, 1]",[0],"But generally we feel it is a flat shape,, if it is a plat shape sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.",shape,form,1577,prolex,shape,form,35,40,"[{""target2"": ""generally"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 1, ""candidates"": [""mostly"", ""broadly"", ""loosely""]}, {""target2"": ""feel"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""flat"", ""target2_offset"": 30, ""target2_end"": 34, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""level"", ""plane"", ""bland"", ""mat"", ""matt"", ""monotone"", ""monotonic"", ""compressed"", ""categorical"", ""unconditional""]}, {""target2"": ""shape"", ""target2_offset"": 59, ""target2_end"": 64, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""figure"", ""form"", ""pattern"", ""flesh"", ""frame"", ""anatomy"", ""contour"", ""configuration"", ""bod"", ""cast"", ""build"", ""chassis"", ""condition"", ""embodiment"", ""conformation""]}, {""target2"": ""rising"", ""target2_offset"": 69, ""target2_end"": 75, ""target2_pos"": ""VBG"", ""target2_rank"": 18, ""candidates"": [""arising"", ""developing"", ""originating"", ""mounting"", ""growing"", ""lifting"", ""climbing"", ""jumping"", ""proving"", ""uprising"", ""ascending""]}]",5,43,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"But generally we feel it is a flat form,, if it is a plat shape sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
shape,"But generally we feel it is a flat **shape**,, if it is a plat **shape** sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.","['form', 'structure', 'figure']","['configuration', 'contour']","['structure', 'figure']",['form'],1,"[1, 1]",[0],"But generally we feel it is a flat shape,, if it is a plat shape sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.",shape,structure,1578,prolex,shape,structure,35,40,"[{""target2"": ""generally"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 1, ""candidates"": [""mostly"", ""broadly"", ""loosely""]}, {""target2"": ""feel"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""flat"", ""target2_offset"": 30, ""target2_end"": 34, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""level"", ""plane"", ""bland"", ""mat"", ""matt"", ""monotone"", ""monotonic"", ""compressed"", ""categorical"", ""unconditional""]}, {""target2"": ""shape"", ""target2_offset"": 59, ""target2_end"": 64, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""figure"", ""form"", ""pattern"", ""flesh"", ""frame"", ""anatomy"", ""contour"", ""configuration"", ""bod"", ""cast"", ""build"", ""chassis"", ""condition"", ""embodiment"", ""conformation""]}, {""target2"": ""rising"", ""target2_offset"": 69, ""target2_end"": 75, ""target2_pos"": ""VBG"", ""target2_rank"": 18, ""candidates"": [""arising"", ""developing"", ""originating"", ""mounting"", ""growing"", ""lifting"", ""climbing"", ""jumping"", ""proving"", ""uprising"", ""ascending""]}]",5,43,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"But generally we feel it is a flat structure,, if it is a plat shape sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
shape,"But generally we feel it is a flat **shape**,, if it is a plat **shape** sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.","['form', 'structure', 'figure']","['configuration', 'contour']","['structure', 'figure']",['form'],1,"[1, 1]",[0],"But generally we feel it is a flat shape,, if it is a plat shape sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.",shape,figure,1579,prolex,shape,figure,35,40,"[{""target2"": ""generally"", ""target2_offset"": 4, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 1, ""candidates"": [""mostly"", ""broadly"", ""loosely""]}, {""target2"": ""feel"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}, {""target2"": ""flat"", ""target2_offset"": 30, ""target2_end"": 34, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""level"", ""plane"", ""bland"", ""mat"", ""matt"", ""monotone"", ""monotonic"", ""compressed"", ""categorical"", ""unconditional""]}, {""target2"": ""shape"", ""target2_offset"": 59, ""target2_end"": 64, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""figure"", ""form"", ""pattern"", ""flesh"", ""frame"", ""anatomy"", ""contour"", ""configuration"", ""bod"", ""cast"", ""build"", ""chassis"", ""condition"", ""embodiment"", ""conformation""]}, {""target2"": ""rising"", ""target2_offset"": 69, ""target2_end"": 75, ""target2_pos"": ""VBG"", ""target2_rank"": 18, ""candidates"": [""arising"", ""developing"", ""originating"", ""mounting"", ""growing"", ""lifting"", ""climbing"", ""jumping"", ""proving"", ""uprising"", ""ascending""]}]",5,43,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"But generally we feel it is a flat figure,, if it is a plat shape sun rising times and sun setting times must be the same but it is not true. i feel that in the above three examples we understand ideas and concepts, then it is for them to learn facts.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
advertising,The company spends alot of money on **advertising** to buy their products.,"['promotion', 'marketing', 'publicity', 'ads']",['publicizing'],"['promotion', 'marketing', 'publicity', 'ads']",[],1,"[3, 2, 3, 2]",[],The company spends alot of money on advertising to buy their products.,advertising,promotion,1580,prolex,advertising,promotion,36,47,"[{""target2"": ""company"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}, {""target2"": ""spends"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""VBZ"", ""target2_rank"": 2, ""candidates"": [""pass"", ""drops""]}, {""target2"": ""products"", ""target2_offset"": 61, ""target2_end"": 69, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""productions"", ""intersections""]}]",3,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,The company spends alot of money on promotion to buy their products.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
advertising,The company spends alot of money on **advertising** to buy their products.,"['promotion', 'marketing', 'publicity', 'ads']",['publicizing'],"['promotion', 'marketing', 'publicity', 'ads']",[],1,"[3, 2, 3, 2]",[],The company spends alot of money on advertising to buy their products.,advertising,marketing,1581,prolex,advertising,marketing,36,47,"[{""target2"": ""company"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}, {""target2"": ""spends"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""VBZ"", ""target2_rank"": 2, ""candidates"": [""pass"", ""drops""]}, {""target2"": ""products"", ""target2_offset"": 61, ""target2_end"": 69, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""productions"", ""intersections""]}]",3,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,The company spends alot of money on marketing to buy their products.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
advertising,The company spends alot of money on **advertising** to buy their products.,"['promotion', 'marketing', 'publicity', 'ads']",['publicizing'],"['promotion', 'marketing', 'publicity', 'ads']",[],1,"[3, 2, 3, 2]",[],The company spends alot of money on advertising to buy their products.,advertising,publicity,1582,prolex,advertising,publicity,36,47,"[{""target2"": ""company"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}, {""target2"": ""spends"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""VBZ"", ""target2_rank"": 2, ""candidates"": [""pass"", ""drops""]}, {""target2"": ""products"", ""target2_offset"": 61, ""target2_end"": 69, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""productions"", ""intersections""]}]",3,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,The company spends alot of money on publicity to buy their products.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
advertising,The company spends alot of money on **advertising** to buy their products.,"['promotion', 'marketing', 'publicity', 'ads']",['publicizing'],"['promotion', 'marketing', 'publicity', 'ads']",[],1,"[3, 2, 3, 2]",[],The company spends alot of money on advertising to buy their products.,advertising,ads,1583,prolex,advertising,ads,36,47,"[{""target2"": ""company"", ""target2_offset"": 4, ""target2_end"": 11, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""party"", ""caller"", ""fellowship"", ""society""]}, {""target2"": ""spends"", ""target2_offset"": 12, ""target2_end"": 18, ""target2_pos"": ""VBZ"", ""target2_rank"": 2, ""candidates"": [""pass"", ""drops""]}, {""target2"": ""products"", ""target2_offset"": 61, ""target2_end"": 69, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""productions"", ""intersections""]}]",3,8,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,The company spends alot of money on ads to buy their products.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
Subways,**Subways** will be established everywhere.,"['metros', 'tube systems', 'rapid transit systems', 'underground trains']",['Underground railroads'],"['metros', 'tube systems', 'rapid transit systems', 'underground trains']",[],1,"[1, 'None', 'None', 'None']",[],Subways will be established everywhere.,Subways,metros,1584,prolex,Subways,metros,0,7,"[{""target2"": ""established"", ""target2_offset"": 16, ""target2_end"": 27, ""target2_pos"": ""VBN"", ""target2_rank"": 3, ""candidates"": [""based"", ""showed"", ""proved"", ""demonstrated"", ""launched"", ""founded"", ""instituted"", ""planted"", ""grounded"", ""installed"", ""constituted""]}]",1,11,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,metros will be established everywhere.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;target1_starts_at_offset_0;missing_target2_offsets
birth,"With fewer **birth** rates, there comes less population on earth.",['fertility'],"['natality', 'childbearing', 'reproduction', 'procreation']",['fertility'],[],1,[5],[],"With fewer birth rates, there comes less population on earth.",birth,fertility,1591,prolex,birth,fertility,11,16,"[{""target2"": ""fewer"", ""target2_offset"": 5, ""target2_end"": 10, ""target2_pos"": ""JJR"", ""target2_rank"": 1, ""candidates"": [""few""]}, {""target2"": ""comes"", ""target2_offset"": 30, ""target2_end"": 35, ""target2_pos"": ""VBZ"", ""target2_rank"": 6, ""candidates"": [""dos"", ""gets"", ""arrives"", ""occurs"", ""falls"", ""numbers"", ""amounts"", ""derives"", ""follows""]}, {""target2"": ""population"", ""target2_offset"": 41, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""universe""]}, {""target2"": ""earth"", ""target2_offset"": 55, ""target2_end"": 60, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""ground"", ""world"", ""land"", ""globe""]}]",4,15,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,"With fewer fertility rates, there comes less population on earth.",,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
image,We can easily judge a person by the **image** that he ( or she) showed in the first meeting.,"['impression', 'demeanor']","['appearance', 'persona', 'facade']","['impression', 'demeanor']",[],1,"[2, 5]",[],We can easily judge a person by the image that he ( or she) showed in the first meeting.,image,impression,1592,prolex,image,impression,36,41,"[{""target2"": ""easily"", ""target2_offset"": 7, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""well"", ""easy""]}, {""target2"": ""judge"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""estimate"", ""guess"", ""try"", ""label"", ""pronounce"", ""gauge"", ""approximate"", ""evaluate""]}, {""target2"": ""person"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""showed"", ""target2_offset"": 60, ""target2_end"": 66, ""target2_pos"": ""VBD"", ""target2_rank"": 15, ""candidates"": [""indicated"", ""expressed"", ""proved"", ""presented"", ""pointed"", ""demonstrated"", ""established"", ""depicted"", ""pictured"", ""recorded"", ""exhibited"", ""evidenced"", ""registered"", ""rendered"", ""designated""]}, {""target2"": ""first"", ""target2_offset"": 74, ""target2_end"": 79, ""target2_pos"": ""JJ"", ""target2_rank"": 18, ""candidates"": [""foremost"", ""inaugural"", ""maiden"", ""beginning"", ""initiative""]}]",5,35,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,We can easily judge a person by the impression that he ( or she) showed in the first meeting.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
image,We can easily judge a person by the **image** that he ( or she) showed in the first meeting.,"['impression', 'demeanor']","['appearance', 'persona', 'facade']","['impression', 'demeanor']",[],1,"[2, 5]",[],We can easily judge a person by the image that he ( or she) showed in the first meeting.,image,demeanor,1593,prolex,image,demeanor,36,41,"[{""target2"": ""easily"", ""target2_offset"": 7, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 2, ""candidates"": [""well"", ""easy""]}, {""target2"": ""judge"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""estimate"", ""guess"", ""try"", ""label"", ""pronounce"", ""gauge"", ""approximate"", ""evaluate""]}, {""target2"": ""person"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""showed"", ""target2_offset"": 60, ""target2_end"": 66, ""target2_pos"": ""VBD"", ""target2_rank"": 15, ""candidates"": [""indicated"", ""expressed"", ""proved"", ""presented"", ""pointed"", ""demonstrated"", ""established"", ""depicted"", ""pictured"", ""recorded"", ""exhibited"", ""evidenced"", ""registered"", ""rendered"", ""designated""]}, {""target2"": ""first"", ""target2_offset"": 74, ""target2_end"": 79, ""target2_pos"": ""JJ"", ""target2_rank"": 18, ""candidates"": [""foremost"", ""inaugural"", ""maiden"", ""beginning"", ""initiative""]}]",5,35,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,We can easily judge a person by the demeanor that he ( or she) showed in the first meeting.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;missing_target2_offsets
Travellers,**Travellers** can miss their opportunity to learn about the destination.,"['Tourists', 'visitors']","['adventurers', 'explorers', 'voyagers']",[],"['Tourists', 'visitors']",1,[],"[0, 0]",Travellers can miss their opportunity to learn about the destination.,Travellers,Tourists,1598,prolex,Travellers,Tourists,0,10,"[{""target2"": ""miss"", ""target2_offset"": 15, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 2, ""candidates"": [""lack"", ""escape"", ""neglect"", ""lose"", ""overlook"", ""drop"", ""omit""]}, {""target2"": ""opportunity"", ""target2_offset"": 26, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""chance""]}, {""target2"": ""learn"", ""target2_offset"": 41, ""target2_end"": 46, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""teach"", ""hear"", ""see"", ""discover"", ""study"", ""instruct"", ""take"", ""read"", ""con"", ""check"", ""watch"", ""acquire"", ""ascertain"", ""determine""]}, {""target2"": ""destination"", ""target2_offset"": 57, ""target2_end"": 68, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""goal"", ""finish"", ""address"", ""terminus""]}]",4,26,,,,,,no_valid_candidate,No provided second substitution was conservative enough to preserve both meaning and grammar.,Tourists can miss their opportunity to learn about the destination.,,target2_not_selected;missing_target2;missing_substitute2;missing_sentence_with_both_substitutions;target1_starts_at_offset_0;missing_target2_offsets
