target word,Sentence,acc_subs,unacc_subs,prof_acc_subs,prof_unacc_subs,t_words_cefr,prof_acc_cefr,prof_unacc_cefr,clean_sentence,target_clean,substitute,source_row_idx,dataset,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2
population,"In this particular example, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the **population** and the territory where they live.","['inhabitants', 'people', 'citizens', 'community']",['residents'],"['inhabitants', 'citizens', 'community']",['people'],1,"[3, 3, 1]",[0],"In this particular example, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the population and the territory where they live.",population,community,790,prolex,population,community,193,203,"[{""target2"": ""particular"", ""target2_offset"": 8, ""target2_end"": 18, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""special"", ""peculiar"", ""exceptional"", ""especial""]}, {""target2"": ""example"", ""target2_offset"": 19, ""target2_end"": 26, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""case"", ""instance"", ""lesson"", ""model"", ""exercise"", ""illustration"", ""representative""]}, {""target2"": ""furthermore"", ""target2_offset"": 28, ""target2_end"": 39, ""target2_pos"": ""RB"", ""target2_rank"": 5, ""candidates"": [""moreover""]}, {""target2"": ""very"", ""target2_offset"": 58, ""target2_end"": 62, ""target2_pos"": ""RB"", ""target2_rank"": 10, ""candidates"": [""real"", ""really""]}, {""target2"": ""significant"", ""target2_offset"": 63, ""target2_end"": 74, ""target2_pos"": ""JJ"", ""target2_rank"": 11, ""candidates"": [""substantial"", ""important"", ""pregnant"", ""meaning""]}]",5,18
conditions,Here the people's living **conditions** are low as compared to the developed countries.,['standards'],"['circumstances', 'situations', 'statuses', 'living environments']",['standards'],[],1,[2],[],Here the people's living conditions are low as compared to the developed countries.,conditions,standards,791,prolex,conditions,standards,25,35,"[{""target2"": ""people"", ""target2_offset"": 9, ""target2_end"": 15, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""living"", ""target2_offset"": 18, ""target2_end"": 24, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""life"", ""support"", ""livelihood"", ""keep"", ""animation""]}, {""target2"": ""countries"", ""target2_offset"": 73, ""target2_end"": 82, ""target2_pos"": ""NNS"", ""target2_rank"": 13, ""candidates"": [""areas"", ""nations"", ""states"", ""lands""]}]",3,11
damaging,"The dioxin which is included in the exhaust from the car, is **damaging** the ozone which is covering the earth.","['harming', 'degrading', 'destroying']","['impairing', 'deteriorating']","['harming', 'degrading']",['destroying'],2,"[3, 4]",[1],"The dioxin which is included in the exhaust from the car, is damaging the ozone which is covering the earth.",damaging,harming,792,prolex,damaging,harming,61,69,"[{""target2"": ""covering"", ""target2_offset"": 89, ""target2_end"": 97, ""target2_pos"": ""VBG"", ""target2_rank"": 18, ""candidates"": [""crossing"", ""dealing"", ""extending"", ""treating"", ""embracing"", ""handling"", ""encompassing"", ""breeding"", ""reporting"", ""hiding"", ""tracking"", ""addressing"", ""continuing""]}, {""target2"": ""earth"", ""target2_offset"": 102, ""target2_end"": 107, ""target2_pos"": ""NN"", ""target2_rank"": 20, ""candidates"": [""ground"", ""world"", ""land"", ""globe""]}]",2,17
damaging,"The dioxin which is included in the exhaust from the car, is **damaging** the ozone which is covering the earth.","['harming', 'degrading', 'destroying']","['impairing', 'deteriorating']","['harming', 'degrading']",['destroying'],2,"[3, 4]",[1],"The dioxin which is included in the exhaust from the car, is damaging the ozone which is covering the earth.",damaging,degrading,793,prolex,damaging,degrading,61,69,"[{""target2"": ""covering"", ""target2_offset"": 89, ""target2_end"": 97, ""target2_pos"": ""VBG"", ""target2_rank"": 18, ""candidates"": [""crossing"", ""dealing"", ""extending"", ""treating"", ""embracing"", ""handling"", ""encompassing"", ""breeding"", ""reporting"", ""hiding"", ""tracking"", ""addressing"", ""continuing""]}, {""target2"": ""earth"", ""target2_offset"": 102, ""target2_end"": 107, ""target2_pos"": ""NN"", ""target2_rank"": 20, ""candidates"": [""ground"", ""world"", ""land"", ""globe""]}]",2,17
damaging,"The dioxin which is included in the exhaust from the car, is **damaging** the ozone which is covering the earth.","['harming', 'degrading', 'destroying']","['impairing', 'deteriorating']","['harming', 'degrading']",['destroying'],2,"[3, 4]",[1],"The dioxin which is included in the exhaust from the car, is damaging the ozone which is covering the earth.",damaging,destroying,794,prolex,damaging,destroying,61,69,"[{""target2"": ""covering"", ""target2_offset"": 89, ""target2_end"": 97, ""target2_pos"": ""VBG"", ""target2_rank"": 18, ""candidates"": [""crossing"", ""dealing"", ""extending"", ""treating"", ""embracing"", ""handling"", ""encompassing"", ""breeding"", ""reporting"", ""hiding"", ""tracking"", ""addressing"", ""continuing""]}, {""target2"": ""earth"", ""target2_offset"": 102, ""target2_end"": 107, ""target2_pos"": ""NN"", ""target2_rank"": 20, ""candidates"": [""ground"", ""world"", ""land"", ""globe""]}]",2,17
customs,"they have other interests, lots of lessons to study and have no education about their **customs**.","['traditions', 'practices', 'habits', 'ways']",['rituals'],[],"['traditions', 'practices', 'habits', 'ways']",2,[],"[1, 0, 1, 0]","they have other interests, lots of lessons to study and have no education about their customs.",customs,traditions,795,prolex,customs,traditions,86,93,"[{""target2"": ""other"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""interests"", ""target2_offset"": 16, ""target2_end"": 25, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""stakes""]}, {""target2"": ""lots"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""bands"", ""circles"", ""piles"", ""dozens"", ""sets"", ""tons"", ""scores"", ""circumstances"", ""deals"", ""sights"", ""fortunes"", ""mess"", ""pots"", ""draws"", ""loads""]}, {""target2"": ""lessons"", ""target2_offset"": 35, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""examples""]}, {""target2"": ""study"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""VB"", ""target2_rank"": 9, ""candidates"": [""consider"", ""analyze"", ""examine"", ""take"", ""contemplate"", ""read"", ""learn"", ""analyse"", ""canvas""]}]",5,29
customs,"they have other interests, lots of lessons to study and have no education about their **customs**.","['traditions', 'practices', 'habits', 'ways']",['rituals'],[],"['traditions', 'practices', 'habits', 'ways']",2,[],"[1, 0, 1, 0]","they have other interests, lots of lessons to study and have no education about their customs.",customs,practices,796,prolex,customs,practices,86,93,"[{""target2"": ""other"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""interests"", ""target2_offset"": 16, ""target2_end"": 25, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""stakes""]}, {""target2"": ""lots"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""bands"", ""circles"", ""piles"", ""dozens"", ""sets"", ""tons"", ""scores"", ""circumstances"", ""deals"", ""sights"", ""fortunes"", ""mess"", ""pots"", ""draws"", ""loads""]}, {""target2"": ""lessons"", ""target2_offset"": 35, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""examples""]}, {""target2"": ""study"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""VB"", ""target2_rank"": 9, ""candidates"": [""consider"", ""analyze"", ""examine"", ""take"", ""contemplate"", ""read"", ""learn"", ""analyse"", ""canvas""]}]",5,29
customs,"they have other interests, lots of lessons to study and have no education about their **customs**.","['traditions', 'practices', 'habits', 'ways']",['rituals'],[],"['traditions', 'practices', 'habits', 'ways']",2,[],"[1, 0, 1, 0]","they have other interests, lots of lessons to study and have no education about their customs.",customs,habits,797,prolex,customs,habits,86,93,"[{""target2"": ""other"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""interests"", ""target2_offset"": 16, ""target2_end"": 25, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""stakes""]}, {""target2"": ""lots"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""bands"", ""circles"", ""piles"", ""dozens"", ""sets"", ""tons"", ""scores"", ""circumstances"", ""deals"", ""sights"", ""fortunes"", ""mess"", ""pots"", ""draws"", ""loads""]}, {""target2"": ""lessons"", ""target2_offset"": 35, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""examples""]}, {""target2"": ""study"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""VB"", ""target2_rank"": 9, ""candidates"": [""consider"", ""analyze"", ""examine"", ""take"", ""contemplate"", ""read"", ""learn"", ""analyse"", ""canvas""]}]",5,29
customs,"they have other interests, lots of lessons to study and have no education about their **customs**.","['traditions', 'practices', 'habits', 'ways']",['rituals'],[],"['traditions', 'practices', 'habits', 'ways']",2,[],"[1, 0, 1, 0]","they have other interests, lots of lessons to study and have no education about their customs.",customs,ways,798,prolex,customs,ways,86,93,"[{""target2"": ""other"", ""target2_offset"": 10, ""target2_end"": 15, ""target2_pos"": ""JJ"", ""target2_rank"": 2, ""candidates"": [""early"", ""former""]}, {""target2"": ""interests"", ""target2_offset"": 16, ""target2_end"": 25, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""stakes""]}, {""target2"": ""lots"", ""target2_offset"": 27, ""target2_end"": 31, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""bands"", ""circles"", ""piles"", ""dozens"", ""sets"", ""tons"", ""scores"", ""circumstances"", ""deals"", ""sights"", ""fortunes"", ""mess"", ""pots"", ""draws"", ""loads""]}, {""target2"": ""lessons"", ""target2_offset"": 35, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""examples""]}, {""target2"": ""study"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""VB"", ""target2_rank"": 9, ""candidates"": [""consider"", ""analyze"", ""examine"", ""take"", ""contemplate"", ""read"", ""learn"", ""analyse"", ""canvas""]}]",5,29
rapidly,This tendency will be enforced because the price of oil is **rapidly** rising.,"['quickly', 'swiftly', 'speedily']","['promptly', 'hastily']","['swiftly', 'speedily']",['quickly'],3,"[5, 4]",[0],This tendency will be enforced because the price of oil is rapidly rising.,rapidly,quickly,799,prolex,rapidly,quickly,59,66,"[{""target2"": ""tendency"", ""target2_offset"": 5, ""target2_end"": 13, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""trend"", ""inclination"", ""leaning"", ""propensity"", ""disposition""]}, {""target2"": ""enforced"", ""target2_offset"": 22, ""target2_end"": 30, ""target2_pos"": ""VBN"", ""target2_rank"": 4, ""candidates"": [""imposed"", ""implemented""]}, {""target2"": ""price"", ""target2_offset"": 43, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""cost"", ""toll"", ""terms"", ""damage""]}, {""target2"": ""rising"", ""target2_offset"": 67, ""target2_end"": 73, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""arising"", ""developing"", ""originating"", ""mounting"", ""growing"", ""lifting"", ""climbing"", ""jumping"", ""proving"", ""uprising"", ""ascending""]}]",4,22
rapidly,This tendency will be enforced because the price of oil is **rapidly** rising.,"['quickly', 'swiftly', 'speedily']","['promptly', 'hastily']","['swiftly', 'speedily']",['quickly'],3,"[5, 4]",[0],This tendency will be enforced because the price of oil is rapidly rising.,rapidly,swiftly,800,prolex,rapidly,swiftly,59,66,"[{""target2"": ""tendency"", ""target2_offset"": 5, ""target2_end"": 13, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""trend"", ""inclination"", ""leaning"", ""propensity"", ""disposition""]}, {""target2"": ""enforced"", ""target2_offset"": 22, ""target2_end"": 30, ""target2_pos"": ""VBN"", ""target2_rank"": 4, ""candidates"": [""imposed"", ""implemented""]}, {""target2"": ""price"", ""target2_offset"": 43, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""cost"", ""toll"", ""terms"", ""damage""]}, {""target2"": ""rising"", ""target2_offset"": 67, ""target2_end"": 73, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""arising"", ""developing"", ""originating"", ""mounting"", ""growing"", ""lifting"", ""climbing"", ""jumping"", ""proving"", ""uprising"", ""ascending""]}]",4,22
rapidly,This tendency will be enforced because the price of oil is **rapidly** rising.,"['quickly', 'swiftly', 'speedily']","['promptly', 'hastily']","['swiftly', 'speedily']",['quickly'],3,"[5, 4]",[0],This tendency will be enforced because the price of oil is rapidly rising.,rapidly,speedily,801,prolex,rapidly,speedily,59,66,"[{""target2"": ""tendency"", ""target2_offset"": 5, ""target2_end"": 13, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""trend"", ""inclination"", ""leaning"", ""propensity"", ""disposition""]}, {""target2"": ""enforced"", ""target2_offset"": 22, ""target2_end"": 30, ""target2_pos"": ""VBN"", ""target2_rank"": 4, ""candidates"": [""imposed"", ""implemented""]}, {""target2"": ""price"", ""target2_offset"": 43, ""target2_end"": 48, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""cost"", ""toll"", ""terms"", ""damage""]}, {""target2"": ""rising"", ""target2_offset"": 67, ""target2_end"": 73, ""target2_pos"": ""VBG"", ""target2_rank"": 12, ""candidates"": [""arising"", ""developing"", ""originating"", ""mounting"", ""growing"", ""lifting"", ""climbing"", ""jumping"", ""proving"", ""uprising"", ""ascending""]}]",4,22
surroundings,I also think that the people have had another familiar **surroundings** in which they lived and worked.,"['environment', 'setting', 'locale']","['context', 'habitat']",['locale'],"['environment', 'setting']",3,[5],"[1, 2]",I also think that the people have had another familiar surroundings in which they lived and worked.,surroundings,environment,802,prolex,surroundings,environment,55,67,"[{""target2"": ""also"", ""target2_offset"": 2, ""target2_end"": 6, ""target2_pos"": ""RB"", ""target2_rank"": 1, ""candidates"": [""too"", ""likewise"", ""besides""]}, {""target2"": ""think"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""people"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""familiar"", ""target2_offset"": 46, ""target2_end"": 54, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""intimate""]}, {""target2"": ""lived"", ""target2_offset"": 82, ""target2_end"": 87, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""survived"", ""experienced"", ""lasted"", ""populated"", ""existed"", ""endured"", ""inhabited"", ""bed""]}]",5,26
surroundings,I also think that the people have had another familiar **surroundings** in which they lived and worked.,"['environment', 'setting', 'locale']","['context', 'habitat']",['locale'],"['environment', 'setting']",3,[5],"[1, 2]",I also think that the people have had another familiar surroundings in which they lived and worked.,surroundings,setting,803,prolex,surroundings,setting,55,67,"[{""target2"": ""also"", ""target2_offset"": 2, ""target2_end"": 6, ""target2_pos"": ""RB"", ""target2_rank"": 1, ""candidates"": [""too"", ""likewise"", ""besides""]}, {""target2"": ""think"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""people"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""familiar"", ""target2_offset"": 46, ""target2_end"": 54, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""intimate""]}, {""target2"": ""lived"", ""target2_offset"": 82, ""target2_end"": 87, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""survived"", ""experienced"", ""lasted"", ""populated"", ""existed"", ""endured"", ""inhabited"", ""bed""]}]",5,26
surroundings,I also think that the people have had another familiar **surroundings** in which they lived and worked.,"['environment', 'setting', 'locale']","['context', 'habitat']",['locale'],"['environment', 'setting']",3,[5],"[1, 2]",I also think that the people have had another familiar surroundings in which they lived and worked.,surroundings,locale,804,prolex,surroundings,locale,55,67,"[{""target2"": ""also"", ""target2_offset"": 2, ""target2_end"": 6, ""target2_pos"": ""RB"", ""target2_rank"": 1, ""candidates"": [""too"", ""likewise"", ""besides""]}, {""target2"": ""think"", ""target2_offset"": 7, ""target2_end"": 12, ""target2_pos"": ""VBP"", ""target2_rank"": 2, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""people"", ""target2_offset"": 22, ""target2_end"": 28, ""target2_pos"": ""NNS"", ""target2_rank"": 5, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""familiar"", ""target2_offset"": 46, ""target2_end"": 54, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""intimate""]}, {""target2"": ""lived"", ""target2_offset"": 82, ""target2_end"": 87, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""survived"", ""experienced"", ""lasted"", ""populated"", ""existed"", ""endured"", ""inhabited"", ""bed""]}]",5,26
decrease,I think that we should make a rule to **decrease** the use of our cars as a global standard.,"['lessen', 'diminish', 'cut back', 'lower']",[],"['lessen', 'diminish', 'lower', 'cut back']",[],2,"[4, 4, 3, 'None']",[],I think that we should make a rule to decrease the use of our cars as a global standard.,decrease,lessen,805,prolex,decrease,lessen,38,46,"[{""target2"": ""think"", ""target2_offset"": 2, ""target2_end"": 7, ""target2_pos"": ""VBP"", ""target2_rank"": 1, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""make"", ""target2_offset"": 23, ""target2_end"": 27, ""target2_pos"": ""VB"", ""target2_rank"": 5, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""rule"", ""target2_offset"": 30, ""target2_end"": 34, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""principle"", ""pattern"", ""convention"", ""regulation"", ""ruler"", ""formula"", ""normal""]}, {""target2"": ""cars"", ""target2_offset"": 62, ""target2_end"": 66, ""target2_pos"": ""NNS"", ""target2_rank"": 14, ""candidates"": [""automobiles"", ""machines""]}, {""target2"": ""global"", ""target2_offset"": 72, ""target2_end"": 78, ""target2_pos"": ""JJ"", ""target2_rank"": 17, ""candidates"": [""world"", ""spherical"", ""planetary"", ""worldwide""]}]",5,54
decrease,I think that we should make a rule to **decrease** the use of our cars as a global standard.,"['lessen', 'diminish', 'cut back', 'lower']",[],"['lessen', 'diminish', 'lower', 'cut back']",[],2,"[4, 4, 3, 'None']",[],I think that we should make a rule to decrease the use of our cars as a global standard.,decrease,diminish,806,prolex,decrease,diminish,38,46,"[{""target2"": ""think"", ""target2_offset"": 2, ""target2_end"": 7, ""target2_pos"": ""VBP"", ""target2_rank"": 1, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""make"", ""target2_offset"": 23, ""target2_end"": 27, ""target2_pos"": ""VB"", ""target2_rank"": 5, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""rule"", ""target2_offset"": 30, ""target2_end"": 34, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""principle"", ""pattern"", ""convention"", ""regulation"", ""ruler"", ""formula"", ""normal""]}, {""target2"": ""cars"", ""target2_offset"": 62, ""target2_end"": 66, ""target2_pos"": ""NNS"", ""target2_rank"": 14, ""candidates"": [""automobiles"", ""machines""]}, {""target2"": ""global"", ""target2_offset"": 72, ""target2_end"": 78, ""target2_pos"": ""JJ"", ""target2_rank"": 17, ""candidates"": [""world"", ""spherical"", ""planetary"", ""worldwide""]}]",5,54
decrease,I think that we should make a rule to **decrease** the use of our cars as a global standard.,"['lessen', 'diminish', 'cut back', 'lower']",[],"['lessen', 'diminish', 'lower', 'cut back']",[],2,"[4, 4, 3, 'None']",[],I think that we should make a rule to decrease the use of our cars as a global standard.,decrease,lower,807,prolex,decrease,lower,38,46,"[{""target2"": ""think"", ""target2_offset"": 2, ""target2_end"": 7, ""target2_pos"": ""VBP"", ""target2_rank"": 1, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""make"", ""target2_offset"": 23, ""target2_end"": 27, ""target2_pos"": ""VB"", ""target2_rank"": 5, ""candidates"": [""do"", ""build"", ""cause"", ""reach"", ""create"", ""hold"", ""produce"", ""have"", ""give"", ""construct"", ""form"", ""earn"", ""prepare"", ""establish"", ""draw"", ""get"", ""hit"", ""cook"", ""induce"", ""fix"", ""gain"", ""name"", ""work"", ""stimulate"", ""take"", ""realize"", ""piss"", ""ready"", ""throw""]}, {""target2"": ""rule"", ""target2_offset"": 30, ""target2_end"": 34, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""principle"", ""pattern"", ""convention"", ""regulation"", ""ruler"", ""formula"", ""normal""]}, {""target2"": ""cars"", ""target2_offset"": 62, ""target2_end"": 66, ""target2_pos"": ""NNS"", ""target2_rank"": 14, ""candidates"": [""automobiles"", ""machines""]}, {""target2"": ""global"", ""target2_offset"": 72, ""target2_end"": 78, ""target2_pos"": ""JJ"", ""target2_rank"": 17, ""candidates"": [""world"", ""spherical"", ""planetary"", ""worldwide""]}]",5,54
doubts,"If the purpose of your trip is to get relax and get apart from people, it is better to take that trip alone, and to discover and solve the **doubts** about the place alone, because it is true that for reflexing and having peace there is nothing better than being alone, or with your family, without strange people.",['uncertainties'],"['queries', 'questions', 'confusions', 'misgivings']",['uncertainties'],[],2,[3],[],"If the purpose of your trip is to get relax and get apart from people, it is better to take that trip alone, and to discover and solve the doubts about the place alone, because it is true that for reflexing and having peace there is nothing better than being alone, or with your family, without strange people.",doubts,uncertainties,808,prolex,doubts,uncertainties,139,145,"[{""target2"": ""purpose"", ""target2_offset"": 7, ""target2_end"": 14, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""function"", ""use"", ""aim"", ""intention"", ""role"", ""intent"", ""determination"", ""design""]}, {""target2"": ""trip"", ""target2_offset"": 23, ""target2_end"": 27, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""slip""]}, {""target2"": ""apart"", ""target2_offset"": 52, ""target2_end"": 57, ""target2_pos"": ""RB"", ""target2_rank"": 12, ""candidates"": [""aside""]}, {""target2"": ""people"", ""target2_offset"": 63, ""target2_end"": 69, ""target2_pos"": ""NNS"", ""target2_rank"": 14, ""candidates"": [""mass"", ""masses""]}, {""target2"": ""better"", ""target2_offset"": 77, ""target2_end"": 83, ""target2_pos"": ""RBR"", ""target2_rank"": 18, ""candidates"": [""well"", ""considerably"", ""good"", ""substantially"", ""best"", ""easily"", ""intimately"", ""comfortably""]}]",5,20
hold,"In conclusion, although now in many places, the number of cars is still increasing at a fast pace, I **hold** fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.","['cling', 'stick']","['maintain', 'adhere', 'stand by']","['cling', 'stick']",[],1,"[4, 2]",[],"In conclusion, although now in many places, the number of cars is still increasing at a fast pace, I hold fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.",hold,cling,809,prolex,hold,cling,101,105,"[{""target2"": ""conclusion"", ""target2_offset"": 3, ""target2_end"": 13, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""decision"", ""close"", ""last"", ""ending"", ""determination"", ""end"", ""finale"", ""finish"", ""closing"", ""termination""]}, {""target2"": ""places"", ""target2_offset"": 36, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""homes"", ""positions"", ""spots"", ""seats"", ""properties"", ""posts"", ""shoes"", ""spaces"", ""offices"", ""stations"", ""situations""]}, {""target2"": ""number"", ""target2_offset"": 48, ""target2_end"": 54, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""act"", ""issue"", ""routine"", ""figure"", ""bit"", ""turn""]}, {""target2"": ""cars"", ""target2_offset"": 58, ""target2_end"": 62, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""automobiles"", ""machines""]}, {""target2"": ""still"", ""target2_offset"": 66, ""target2_end"": 71, ""target2_pos"": ""RB"", ""target2_rank"": 14, ""candidates"": [""however"", ""nevertheless"", ""yet"", ""even"", ""nonetheless"", ""notwithstanding""]}]",5,35
hold,"In conclusion, although now in many places, the number of cars is still increasing at a fast pace, I **hold** fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.","['cling', 'stick']","['maintain', 'adhere', 'stand by']","['cling', 'stick']",[],1,"[4, 2]",[],"In conclusion, although now in many places, the number of cars is still increasing at a fast pace, I hold fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.",hold,stick,810,prolex,hold,stick,101,105,"[{""target2"": ""conclusion"", ""target2_offset"": 3, ""target2_end"": 13, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""decision"", ""close"", ""last"", ""ending"", ""determination"", ""end"", ""finale"", ""finish"", ""closing"", ""termination""]}, {""target2"": ""places"", ""target2_offset"": 36, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""homes"", ""positions"", ""spots"", ""seats"", ""properties"", ""posts"", ""shoes"", ""spaces"", ""offices"", ""stations"", ""situations""]}, {""target2"": ""number"", ""target2_offset"": 48, ""target2_end"": 54, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""act"", ""issue"", ""routine"", ""figure"", ""bit"", ""turn""]}, {""target2"": ""cars"", ""target2_offset"": 58, ""target2_end"": 62, ""target2_pos"": ""NNS"", ""target2_rank"": 12, ""candidates"": [""automobiles"", ""machines""]}, {""target2"": ""still"", ""target2_offset"": 66, ""target2_end"": 71, ""target2_pos"": ""RB"", ""target2_rank"": 14, ""candidates"": [""however"", ""nevertheless"", ""yet"", ""even"", ""nonetheless"", ""notwithstanding""]}]",5,35
