dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions,reject_reason
swords,t:c65792de2acf9390fe75a74b46165da65b3a5322,s:7df42446802a3ddca4bb0944bf614b5c6e18a953,"Apparently I was so successful that it lasted
                    a week and a half. Not bad for an eighty-three-year-old, even for one who has
                    his rejuve every month. And if I can brag and digress so easily, this must not
                    be painful enough to merit a mindwipe, yes?",even,especially,"Apparently I was so successful that it lasted
                    a week and a half. Not bad for an eighty-three-year-old, "," for one who has
                    his rejuve every month. And if I can brag and digress so easily, this must not
                    be painful enough to merit a mindwipe, yes?",123,ADV,0.6,10,1610,even,especially,123,127,"[{""target2"": ""Apparently"", ""target2_offset"": 0, ""target2_end"": 10, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Obviously"", ""Plain""]}, {""target2"": ""lasted"", ""target2_offset"": 39, ""target2_end"": 45, ""target2_pos"": ""VBD"", ""target2_rank"": 7, ""candidates"": [""lived"", ""survived"", ""endured""]}, {""target2"": ""easily"", ""target2_offset"": 221, ""target2_end"": 227, ""target2_pos"": ""RB"", ""target2_rank"": 36, ""candidates"": [""well"", ""easy""]}, {""target2"": ""painful"", ""target2_offset"": 266, ""target2_end"": 273, ""target2_pos"": ""JJ"", ""target2_rank"": 42, ""candidates"": [""awful"", ""terrible"", ""sore"", ""dreadful""]}, {""target2"": ""enough"", ""target2_offset"": 274, ""target2_end"": 280, ""target2_pos"": ""RB"", ""target2_rank"": 43, ""candidates"": [""plenty""]}]",5,12,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Apparently I was so successful that it lasted
                    a week and a half. Not bad for an eighty-three-year-old, especially for one who has
                    his rejuve every month. And if I can brag and digress so easily, this must not
                    be painful enough to merit a mindwipe, yes?","Apparently I was so successful that it lasted
                    a week and a half. Not bad for an eighty-three-year-old, especially for one who has
                    his rejuve every month. And if I can brag and digress so easily, this must not
                    be painful enough to merit a mindwipe, yes?",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:80f590fefe0a226404b3d806045f7a65756976f5,s:52b1461bc97138da569b4ebd36458c0444e44d9d,"""May I see her?"" When he hesitated, I said, ""Last night was my fault. I hold it
                    against neither of you.",said,state,"""May I see her?"" When he hesitated, I ",", ""Last night was my fault. I hold it
                    against neither of you.",38,VERB,0.6,10,1614,said,state,38,42,"[{""target2"": ""hesitated"", ""target2_offset"": 25, ""target2_end"": 34, ""target2_pos"": ""VBD"", ""target2_rank"": 9, ""candidates"": [""paused""]}, {""target2"": ""Last"", ""target2_offset"": 45, ""target2_end"": 49, ""target2_pos"": ""JJ"", ""target2_rank"": 15, ""candidates"": [""Final"", ""Net"", ""Terminal""]}, {""target2"": ""night"", ""target2_offset"": 50, ""target2_end"": 55, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""dark""]}, {""target2"": ""hold"", ""target2_offset"": 72, ""target2_end"": 76, ""target2_pos"": ""VBP"", ""target2_rank"": 21, ""candidates"": [""have"", ""keep"", ""agree"", ""maintain"", ""contain"", ""give"", ""apply"", ""control"", ""support"", ""deem"", ""declare"", ""halt"", ""withstand"", ""carry"", ""check"", ""concur"", ""prevail"", ""bear"", ""harbor"", ""defend"", ""curb"", ""make"", ""guard"", ""accommodate"", ""bind"", ""book"", ""nurse"", ""throw""]}]",4,33,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""May I see her?"" When he hesitated, I state, ""Last night was my fault. I hold it
                    against neither of you.","""May I see her?"" When he hesitated, I state, ""Last night was my fault. I hold it
                    against neither of you.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:e9a94e8b0afeef2a18cea4b44a4bb26782dbc24a,s:a9a5c32ff22af93ad960841875856a83314396ca,"In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate provides an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",provides,produce,"In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate "," an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",114,VERB,0.6,10,1615,provides,produce,114,122,"[{""target2"": ""Stock"", ""target2_offset"": 37, ""target2_end"": 42, ""target2_pos"": ""NNP"", ""target2_rank"": 7, ""candidates"": [""Store"", ""Fund"", ""Line"", ""Inventory"", ""Blood"", ""Origin""]}, {""target2"": ""Exchange"", ""target2_offset"": 43, ""target2_end"": 51, ""target2_pos"": ""NNP"", ""target2_rank"": 8, ""candidates"": [""Central""]}, {""target2"": ""shares"", ""target2_offset"": 62, ""target2_end"": 68, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""contributions"", ""parts"", ""percentages"", ""portions""]}, {""target2"": ""closed"", ""target2_offset"": 69, ""target2_end"": 75, ""target2_pos"": ""VBD"", ""target2_rank"": 12, ""candidates"": [""folded"", ""concluded""]}, {""target2"": ""financial"", ""target2_offset"": 137, ""target2_end"": 146, ""target2_pos"": ""JJ"", ""target2_rank"": 24, ""candidates"": [""fiscal""]}]",5,14,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate produce an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.","In composite trading on the New York Stock Exchange, Telerate shares closed at $19.50, up 12.5 cents.  

Telerate produce an electronic financial information network. Dow Jones publishes The Wall Street Journal, Barron's magazine, and community newspapers and operates financial news services and computer data bases.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:a588349013715e41a287ccb8646217d87a66a9fc,s:0a2996a79aa2525e39198493ae4074a3cdc16b2c,"The kitchen and baths had every convenience that I desired. From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ill. All I could say was, ""No.",ill,ailing,"The kitchen and baths had every convenience that I desired. From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ",". All I could say was, ""No.",201,ADJ,0.6,10,1620,ill,ailing,201,204,"[{""target2"": ""baths"", ""target2_offset"": 16, ""target2_end"": 21, ""target2_pos"": ""NNS"", ""target2_rank"": 3, ""candidates"": [""bathrooms""]}, {""target2"": ""convenience"", ""target2_offset"": 32, ""target2_end"": 43, ""target2_pos"": ""NN"", ""target2_rank"": 6, ""candidates"": [""widget"", ""appliance""]}, {""target2"": ""living"", ""target2_offset"": 89, ""target2_end"": 95, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""life"", ""support"", ""livelihood"", ""keep"", ""animation""]}, {""target2"": ""room"", ""target2_offset"": 96, ""target2_end"": 100, ""target2_pos"": ""NN"", ""target2_rank"": 13, ""candidates"": [""way""]}, {""target2"": ""view"", ""target2_offset"": 106, ""target2_end"": 110, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""opinion"", ""position"", ""scene"", ""horizon"", ""sentiment"", ""perspective"", ""sight"", ""aspect"", ""vista"", ""survey"", ""thought"", ""prospect""]}]",5,21,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"The kitchen and baths had every convenience that I desired. From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ailing. All I could say was, ""No.","The kitchen and baths had every convenience that I desired. From the
                    living room, the view of the beach struck me with such intensity that Tasha
                    asked if I felt ailing. All I could say was, ""No.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:9a5e286322ad20d11e4e74c765967cf5e5c5a98a,s:33af605639bc8d29d846e7a7627d2b57d88e92ea,"""I
                    did not expect you --"" 
                 ""So early?"" 
                 "" --on time.",early,soon,"""I
                    did not expect you --"" 
                 ""So ","?"" 
                 "" --on time.",68,ADJ,0.6,10,1622,early,soon,68,73,"[{""target2"": ""expect"", ""target2_offset"": 31, ""target2_end"": 37, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""wait"", ""await"", ""require"", ""anticipate"", ""ask"", ""look"", ""bear"", ""carry""]}, {""target2"": ""time"", ""target2_offset"": 101, ""target2_end"": 105, ""target2_pos"": ""NN"", ""target2_rank"": 16, ""candidates"": [""sentence"", ""clip"", ""meter""]}]",2,11,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""I
                    did not expect you --"" 
                 ""So soon?"" 
                 "" --on time.","""I
                    did not expect you --"" 
                 ""So soon?"" 
                 "" --on time.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:8cbca265798f01986d1c173d67ad0a197f9b26d6,s:4460fa3f2b82478d9671e1845221139e506d047c,"""Like it? I hate it, despise it, abhor it! It's gaudy, graceless,
                    pretentious -- That house is an affront to taste and intelligence.",despise,deplore,"""Like it? I hate it, "," it, abhor it! It's gaudy, graceless,
                    pretentious -- That house is an affront to taste and intelligence.",21,VERB,0.6,10,1624,despise,deplore,21,28,"[{""target2"": ""house"", ""target2_offset"": 106, ""target2_end"": 111, ""target2_pos"": ""NN"", ""target2_rank"": 23, ""candidates"": [""family"", ""firm"", ""theatre"", ""household"", ""theater"", ""sign"", ""home"", ""mansion""]}, {""target2"": ""taste"", ""target2_offset"": 129, ""target2_end"": 134, ""target2_pos"": ""NN"", ""target2_rank"": 28, ""candidates"": [""preference"", ""appreciation"", ""tasting""]}, {""target2"": ""intelligence"", ""target2_offset"": 139, ""target2_end"": 151, ""target2_pos"": ""NN"", ""target2_rank"": 30, ""candidates"": [""news"", ""word""]}]",3,13,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Like it? I hate it, deplore it, abhor it! It's gaudy, graceless,
                    pretentious -- That house is an affront to taste and intelligence.","""Like it? I hate it, deplore it, abhor it! It's gaudy, graceless,
                    pretentious -- That house is an affront to taste and intelligence.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:ce6860055200d4accfc574fcc61b46975b2588b4,s:6c35350604f0d98bb53642db1be6a4c0d93d1d48,"Bits of leaf mold flew from under his feet as he ran to greet a
                    friend or a bringer of food. Tasha oohed in awe. I said, ""Frodo's been visiting
                    you, eh?""",awe,astonishment,"Bits of leaf mold flew from under his feet as he ran to greet a
                    friend or a bringer of food. Tasha oohed in ",". I said, ""Frodo's been visiting
                    you, eh?""",128,NOUN,0.8,10,1629,awe,astonishment,128,131,"[{""target2"": ""leaf"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""NN"", ""target2_rank"": 2, ""candidates"": [""foliage""]}, {""target2"": ""mold"", ""target2_offset"": 13, ""target2_end"": 17, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""cast"", ""stamp"", ""mould"", ""molding"", ""modeling""]}, {""target2"": ""flew"", ""target2_offset"": 18, ""target2_end"": 22, ""target2_pos"": ""VBD"", ""target2_rank"": 4, ""candidates"": [""vanished""]}, {""target2"": ""feet"", ""target2_offset"": 38, ""target2_end"": 42, ""target2_pos"": ""NNS"", ""target2_rank"": 8, ""candidates"": [""bases"", ""foundations"", ""pes""]}, {""target2"": ""greet"", ""target2_offset"": 56, ""target2_end"": 61, ""target2_pos"": ""VB"", ""target2_rank"": 13, ""candidates"": [""recognize"", ""recognise""]}]",5,12,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Bits of leaf mold flew from under his feet as he ran to greet a
                    friend or a bringer of food. Tasha oohed in astonishment. I said, ""Frodo's been visiting
                    you, eh?""","Bits of leaf mold flew from under his feet as he ran to greet a
                    friend or a bringer of food. Tasha oohed in astonishment. I said, ""Frodo's been visiting
                    you, eh?""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:46794a8833b7091f642d19a0ce24bb98c41e9e3b,s:c2c652ef7089b6612d035d783f4f3baa41326320,"Taking a cue from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.  

Price records are being set at auctions this week.",stature,value,"Taking a cue from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new "," as prices rise.  

Price records are being set at auctions this week.",182,NOUN,0.6,10,1633,stature,value,182,189,"[{""target2"": ""Taking"", ""target2_offset"": 0, ""target2_end"": 6, ""target2_pos"": ""VBG"", ""target2_rank"": 0, ""candidates"": [""Bring"", ""Having"", ""Considering"", ""Assuming"", ""Reading"", ""Learning""]}, {""target2"": ""California"", ""target2_offset"": 18, ""target2_end"": 28, ""target2_pos"": ""NNP"", ""target2_rank"": 4, ""candidates"": [""Ca""]}, {""target2"": ""launch"", ""target2_offset"": 52, ""target2_end"": 58, ""target2_pos"": ""VB"", ""target2_rank"": 9, ""candidates"": [""establish"", ""found"", ""plunge""]}, {""target2"": ""campaigns"", ""target2_offset"": 65, ""target2_end"": 74, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""causes"", ""drives"", ""movements"", ""runs"", ""efforts""]}, {""target2"": ""backing"", ""target2_offset"": 78, ""target2_end"": 85, ""target2_pos"": ""VBG"", ""target2_rank"": 13, ""candidates"": [""supporting"", ""gaming""]}]",5,17,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Taking a cue from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new value as prices rise.  

Price records are being set at auctions this week.","Taking a cue from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new value as prices rise.  

Price records are being set at auctions this week.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:0094d52d036747e561ecb46757de41bdd3488472,s:eda2f88a15c89326f814cfff88ddfaa7584f91d7,"The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for comment. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.",comment,opinion,"The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for ",". However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.",198,NOUN,0.8,10,1636,comment,opinion,198,205,"[{""target2"": ""stock"", ""target2_offset"": 4, ""target2_end"": 9, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""livestock"", ""store"", ""fund"", ""ancestry"", ""line"", ""strain"", ""lineage"", ""inventory"", ""blood"", ""breed"", ""broth"", ""origin"", ""descent""]}, {""target2"": ""years"", ""target2_offset"": 36, ""target2_end"": 41, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""days"", ""ages"", ""class""]}, {""target2"": ""subject"", ""target2_offset"": 43, ""target2_end"": 50, ""target2_pos"": ""JJ"", ""target2_rank"": 9, ""candidates"": [""capable"", ""open"", ""dependent""]}, {""target2"": ""terms"", ""target2_offset"": 54, ""target2_end"": 59, ""target2_pos"": ""NNS"", ""target2_rank"": 11, ""candidates"": [""prices"", ""damages"", ""terminus"", ""conditions""]}, {""target2"": ""surviving"", ""target2_offset"": 67, ""target2_end"": 76, ""target2_pos"": ""VBG"", ""target2_rank"": 14, ""candidates"": [""living"", ""lasting"", ""existing"", ""enduring"", ""going""]}]",5,28,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for opinion. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.","The stock would be redeemed in five years, subject to terms of the surviving company's debt.  

Neither Equus nor Tony Lama gave a reason for the changed offer and Tony Lama couldn't be reached for opinion. However, Tony Lama said it would promptly submit the offer to a special committee of the company's board.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:ba622e322435465f18ff7f073f306fc4578ad2a2,s:bcf5d81dfbc5533b26e3c7159a0d334684136e2c,"Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a cue from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.",cue,example,"Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a "," from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.",97,NOUN,0.8,10,1637,cue,example,97,100,"[{""target2"": ""ballot"", ""target2_offset"": 4, ""target2_end"": 10, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""vote"", ""voting""]}, {""target2"": ""topics"", ""target2_offset"": 11, ""target2_end"": 17, ""target2_pos"": ""NNS"", ""target2_rank"": 2, ""candidates"": [""matters"", ""subjects"", ""themes"", ""issues""]}, {""target2"": ""expected"", ""target2_offset"": 22, ""target2_end"": 30, ""target2_pos"": ""VBN"", ""target2_rank"": 4, ""candidates"": [""waited"", ""awaited"", ""required"", ""anticipated"", ""asked"", ""looked""]}, {""target2"": ""environment"", ""target2_offset"": 51, ""target2_end"": 62, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""surroundings"", ""surround""]}, {""target2"": ""insurance"", ""target2_offset"": 67, ""target2_end"": 76, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""policy""]}]",5,15,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a example from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.","Hot ballot topics are expected to be abortion, the environment and insurance reform.  

Taking a example from California, more politicians will launch their campaigns by backing initiatives, says David Magleby of Brigham Young University.  

PHOTOGRAPH COLLECTING gains new stature as prices rise.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets;obvious_article_error
swords,t:e0356aa86f03926d612bf90368ffa2a6a0a777b1,s:773e6227ea748fe4705a3b6b7c04f230acaba9ab,"But some analysts questioned how much of an impact the retirement package will have, because few jobs will end up being eliminated. ""It's a cosmetic move,"" said Jonathan S. Gelles of Wertheim Schroder & Co.  

According to Upjohn's estimates, only 50% to 60% of the 1,100 eligible employees will take advantage of the plan.",move,act,"But some analysts questioned how much of an impact the retirement package will have, because few jobs will end up being eliminated. ""It's a cosmetic ",","" said Jonathan S. Gelles of Wertheim Schroder & Co.  

According to Upjohn's estimates, only 50% to 60% of the 1,100 eligible employees will take advantage of the plan.",149,NOUN,0.6,10,1638,move,act,149,153,"[{""target2"": ""questioned"", ""target2_offset"": 18, ""target2_end"": 28, ""target2_pos"": ""VBD"", ""target2_rank"": 3, ""candidates"": [""wondered"", ""interviewed""]}, {""target2"": ""impact"", ""target2_offset"": 44, ""target2_end"": 50, ""target2_pos"": ""NN"", ""target2_rank"": 8, ""candidates"": [""shock""]}, {""target2"": ""retirement"", ""target2_offset"": 55, ""target2_end"": 65, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""retreat""]}, {""target2"": ""package"", ""target2_offset"": 66, ""target2_end"": 73, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""packet"", ""bundle"", ""parcel"", ""software""]}, {""target2"": ""jobs"", ""target2_offset"": 97, ""target2_end"": 101, ""target2_pos"": ""NNS"", ""target2_rank"": 17, ""candidates"": [""problems"", ""tasks"", ""business"", ""occupations"", ""lines""]}]",5,13,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"But some analysts questioned how much of an impact the retirement package will have, because few jobs will end up being eliminated. ""It's a cosmetic act,"" said Jonathan S. Gelles of Wertheim Schroder & Co.  

According to Upjohn's estimates, only 50% to 60% of the 1,100 eligible employees will take advantage of the plan.","But some analysts questioned how much of an impact the retirement package will have, because few jobs will end up being eliminated. ""It's a cosmetic act,"" said Jonathan S. Gelles of Wertheim Schroder & Co.  

According to Upjohn's estimates, only 50% to 60% of the 1,100 eligible employees will take advantage of the plan.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:1de68a66f32700a8447ab61bfafe2d912f903064,s:6c1007c291630893dced44dcf31bc4f3b2223a82,"""What?"" 
                 ""My guess."" 
                 She batted at my nose like a cat.",guess,assumption,"""What?"" 
                 ""My ","."" 
                 She batted at my nose like a cat.",30,VERB,0.6,10,1643,guess,assumption,30,35,"[{""target2"": ""nose"", ""target2_offset"": 73, ""target2_end"": 77, ""target2_pos"": ""NN"", ""target2_rank"": 12, ""candidates"": [""nozzle""]}]",1,1,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""What?"" 
                 ""My assumption."" 
                 She batted at my nose like a cat.","""What?"" 
                 ""My assumption."" 
                 She batted at my nose like a cat.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:a05a1d510b53ef471db1c80fc4f87f099d338737,s:81d07ae27d0b2a52da1955cfb4895b7a293b34ce,"She smiled in trust or
                    pleasure or pride, an erotic Mona Lisa who would smile forever, and I could
                    never know why. 
                 The controls of the capturador were more complex than those of a kitchen model,
                    but I recognized the unstop tab. I could free Tasha.",complex,complicated,"She smiled in trust or
                    pleasure or pride, an erotic Mona Lisa who would smile forever, and I could
                    never know why. 
                 The controls of the capturador were more "," than those of a kitchen model,
                    but I recognized the unstop tab. I could free Tasha.",214,ADJ,0.8,10,1644,complex,complicated,214,221,"[{""target2"": ""trust"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""NN"", ""target2_rank"": 3, ""candidates"": [""faith"", ""reliance"", ""combine"", ""confidence""]}, {""target2"": ""pleasure"", ""target2_offset"": 43, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""joy"", ""delight""]}, {""target2"": ""forever"", ""target2_offset"": 98, ""target2_end"": 105, ""target2_pos"": ""RB"", ""target2_rank"": 16, ""candidates"": [""constantly"", ""always""]}, {""target2"": ""know"", ""target2_offset"": 145, ""target2_end"": 149, ""target2_pos"": ""VB"", ""target2_rank"": 22, ""candidates"": [""recognize"", ""experience"", ""live"", ""bed"", ""eff"", ""bang"", ""fuck"", ""jazz"", ""love"", ""screw"", ""recognise"", ""acknowledge""]}, {""target2"": ""controls"", ""target2_offset"": 177, ""target2_end"": 185, ""target2_pos"": ""NNS"", ""target2_rank"": 25, ""candidates"": [""restraints"", ""commands"", ""controllers""]}]",5,23,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"She smiled in trust or
                    pleasure or pride, an erotic Mona Lisa who would smile forever, and I could
                    never know why. 
                 The controls of the capturador were more complicated than those of a kitchen model,
                    but I recognized the unstop tab. I could free Tasha.","She smiled in trust or
                    pleasure or pride, an erotic Mona Lisa who would smile forever, and I could
                    never know why. 
                 The controls of the capturador were more complicated than those of a kitchen model,
                    but I recognized the unstop tab. I could free Tasha.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:10a6017051c548a63e74a8c88c366e078e0e0c3f,s:e45d35997adeb861e681391a0c5dec7986cd23b4,"Tasha's witchery lay in making old acts new. Is that
                    love? Probably not.",love,tenderness,"Tasha's witchery lay in making old acts new. Is that
                    ",? Probably not.,73,NOUN,0.6,10,1650,love,tenderness,73,77,"[{""target2"": ""making"", ""target2_offset"": 24, ""target2_end"": 30, ""target2_pos"": ""VBG"", ""target2_rank"": 5, ""candidates"": [""doing"", ""building"", ""causing"", ""reaching"", ""creating"", ""holding"", ""producing"", ""having"", ""giving"", ""constructing"", ""forming"", ""earning"", ""preparing"", ""establishing"", ""drawing"", ""cooking"", ""inducing"", ""fixing"", ""naming"", ""gaining"", ""working"", ""stimulating"", ""taking"", ""realizing"", ""throwing""]}, {""target2"": ""acts"", ""target2_offset"": 35, ""target2_end"": 39, ""target2_pos"": ""NNS"", ""target2_rank"": 7, ""candidates"": [""numbers"", ""routines"", ""bits"", ""deeds"", ""turns""]}]",2,30,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Tasha's witchery lay in making old acts new. Is that
                    tenderness? Probably not.","Tasha's witchery lay in making old acts new. Is that
                    tenderness? Probably not.",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
swords,t:9ffe14d8673986e306b4225a45fb421c068adb3b,s:4b7f876c356f0bab286db6eda24ea8fe5ca8679d,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, immediately, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",immediately,instantly,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, ",", before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",106,ADV,0.7,10,1654,immediately,instantly,106,117,"[{""target2"": ""even"", ""target2_offset"": 9, ""target2_end"": 13, ""target2_pos"": ""RB"", ""target2_rank"": 3, ""candidates"": [""still"", ""yet""]}, {""target2"": ""bringing"", ""target2_offset"": 14, ""target2_end"": 22, ""target2_pos"": ""VBG"", ""target2_rank"": 4, ""candidates"": [""bring"", ""taking"", ""contributing"", ""adding"", ""lending"", ""landing"", ""working"", ""playing"", ""conveying""]}, {""target2"": ""back"", ""target2_offset"": 28, ""target2_end"": 32, ""target2_pos"": ""RP"", ""target2_rank"": 6, ""candidates"": [""backward"", ""backwards""]}, {""target2"": ""face"", ""target2_offset"": 47, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 10, ""candidates"": [""look"", ""expression"", ""side"", ""brass"", ""case"", ""font"", ""cheek"", ""nerve"", ""aspect""]}, {""target2"": ""face"", ""target2_offset"": 55, ""target2_end"": 59, ""target2_pos"": ""VB"", ""target2_rank"": 12, ""candidates"": [""confront"", ""front"", ""look"", ""present""]}]",5,26,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"He's not even bringing them back through for a face to face
briefing. He says we should come through now, instantly, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""","He's not even bringing them back through for a face to face
briefing. He says we should come through now, instantly, before the probe is
reported late.""

""Harmon, tell that good for nothing son of a beta to get his hindquarters
through the gate and back here NOW, or I'll open fire on him when we come back
through.""",target2_not_selected;missing_target2;missing_substitute2;missing_target2_offsets
