dataset,source_target_id,source_substitute_id,clean_sentence,target_clean,substitute,prefix,suffix,target_offset,pos,label_score,num_labels,source_row_idx,target1,substitute1,target1_offset,target1_end,target2_options_json,num_target2_options,num_total_candidates2,target2,substitute2,target2_offset,target2_end,target2_pos,target2_selection_status,target2_selection_reason,sentence_with_substitute1,sentence_with_both_substitutions
swords,t:3c97ebb4992cdb591feb9d6b8a6c62daed57941c,s:90b5e536c931d9f99d37a55100d7c6e549e150f0,"Tell me, or I'll kill --"" 
                 He began to cry. ""She left.",cry,weep,"Tell me, or I'll kill --"" 
                 He began to ",". ""She left.",56,VERB,0.9,10,1436,cry,weep,56,59,"[{""target2"": ""Tell"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""VB"", ""target2_rank"": 0, ""candidates"": [""Say"", ""State"", ""Order"", ""Differentiate"", ""Evidence""]}, {""target2"": ""kill"", ""target2_offset"": 17, ""target2_end"": 21, ""target2_pos"": ""VB"", ""target2_rank"": 6, ""candidates"": [""defeat"", ""down"", ""pop""]}, {""target2"": ""began"", ""target2_offset"": 47, ""target2_end"": 52, ""target2_pos"": ""VBD"", ""target2_rank"": 10, ""candidates"": [""started"", ""commenced""]}, {""target2"": ""left"", ""target2_offset"": 66, ""target2_end"": 70, ""target2_pos"": ""VBD"", ""target2_rank"": 15, ""candidates"": [""resulted"", ""allowed"", ""exited"", ""departed"", ""provided"", ""entrusted""]}]",4,16,began,started,47,52,VBD,selected,high-confidence synonym from provided candidates,"Tell me, or I'll kill --"" 
                 He began to weep. ""She left.","Tell me, or I'll kill --"" 
                 He started to weep. ""She left."
swords,t:faf356691fa3e54fbdeb9b807678955546611a91,s:d7928a7a598860fa001703c12c3e712b0cd3f3bf,"There had to be more to her.

Well, if she didn't pan out, she'd be terminated. Any crew member that would
jeopardize the project was meat.",terminated,remove,"There had to be more to her.

Well, if she didn't pan out, she'd be ",". Any crew member that would
jeopardize the project was meat.",68,VERB,0.8,10,1437,terminated,remove,68,78,"[{""target2"": ""crew"", ""target2_offset"": 84, ""target2_end"": 88, ""target2_pos"": ""NN"", ""target2_rank"": 21, ""candidates"": [""bunch"", ""gang"", ""crowd""]}, {""target2"": ""member"", ""target2_offset"": 89, ""target2_end"": 95, ""target2_pos"": ""NN"", ""target2_rank"": 22, ""candidates"": [""extremity"", ""penis""]}, {""target2"": ""project"", ""target2_offset"": 122, ""target2_end"": 129, ""target2_pos"": ""NN"", ""target2_rank"": 27, ""candidates"": [""task"", ""projection"", ""undertaking"", ""labor""]}, {""target2"": ""meat"", ""target2_offset"": 134, ""target2_end"": 138, ""target2_pos"": ""NN"", ""target2_rank"": 29, ""candidates"": [""center"", ""core"", ""heart"", ""essence"", ""substance"", ""sum"", ""centre"", ""kernel"", ""marrow""]}]",4,18,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"There had to be more to her.

Well, if she didn't pan out, she'd be remove. Any crew member that would
jeopardize the project was meat.","There had to be more to her.

Well, if she didn't pan out, she'd be remove. Any crew member that would
jeopardize the project was meat."
swords,t:6bb3d20234b4efbb668643e1d0fc4fca8699535e,s:cf236662f29607e6155f67a9c6a30dfc3cfd5c39,"Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.
Mr. Barco has refused U.S. troops or advisers but has accepted U.S. military aid.

President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.",accepted,consenting,"Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.
Mr. Barco has refused U.S. troops or advisers but has "," U.S. military aid.

President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.",161,VERB,0.7,10,1438,accepted,consenting,161,169,"[{""target2"": ""Later"", ""target2_offset"": 0, ""target2_end"": 5, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Afterwards"", ""After"", ""Subsequently""]}, {""target2"": ""arrested"", ""target2_offset"": 61, ""target2_end"": 69, ""target2_pos"": ""VBN"", ""target2_rank"": 10, ""candidates"": [""halted"", ""checked"", ""contained""]}, {""target2"": ""pounds"", ""target2_offset"": 80, ""target2_end"": 86, ""target2_pos"": ""NNS"", ""target2_rank"": 13, ""candidates"": [""lbs""]}, {""target2"": ""refused"", ""target2_offset"": 121, ""target2_end"": 128, ""target2_pos"": ""VBN"", ""target2_rank"": 20, ""candidates"": [""rejected"", ""resisted"", ""declined""]}, {""target2"": ""advisers"", ""target2_offset"": 144, ""target2_end"": 152, ""target2_pos"": ""NNS"", ""target2_rank"": 24, ""candidates"": [""consultants"", ""advisors""]}]",5,12,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.
Mr. Barco has refused U.S. troops or advisers but has consenting U.S. military aid.

President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem.","Later, another high-ranking trafficker, Leonidas Vargas, was arrested and 1,000 pounds of dynamite seized.
Mr. Barco has refused U.S. troops or advisers but has consenting U.S. military aid.

President Bush has agreed to meet within 90 days with Mr. Barco, President Alan Garcia of Peru and President Jaime Paz Zamora of Bolivia to discuss the drug problem."
swords,t:b33d4cf266a490b697799c372850b20b72492f25,s:65fcb3c60ace9d5d7d3411e740296131ac3694ce,"""You could write a play about someone like him."" 
                 ""Perhaps."" 
                 ""I think his face is his form of vanity.",Perhaps,feasibly,"""You could write a play about someone like him."" 
                 ""","."" 
                 ""I think his face is his form of vanity.",68,ADV,0.6,10,1440,Perhaps,feasibly,68,75,"[{""target2"": ""write"", ""target2_offset"": 11, ""target2_end"": 16, ""target2_pos"": ""VB"", ""target2_rank"": 3, ""candidates"": [""compose"", ""pen"", ""spell"", ""publish"", ""save""]}, {""target2"": ""play"", ""target2_offset"": 19, ""target2_end"": 23, ""target2_pos"": ""NN"", ""target2_rank"": 5, ""candidates"": [""drama"", ""turn"", ""gambling"", ""fun"", ""bid"", ""sport"", ""gaming"", ""maneuver""]}, {""target2"": ""someone"", ""target2_offset"": 30, ""target2_end"": 37, ""target2_pos"": ""NN"", ""target2_rank"": 7, ""candidates"": [""person"", ""individual"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""think"", ""target2_offset"": 99, ""target2_end"": 104, ""target2_pos"": ""VBP"", ""target2_rank"": 16, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""face"", ""target2_offset"": 109, ""target2_end"": 113, ""target2_pos"": ""NN"", ""target2_rank"": 18, ""candidates"": [""look"", ""expression"", ""side"", ""brass"", ""case"", ""font"", ""cheek"", ""nerve"", ""aspect""]}]",5,39,write,compose,11,16,VB,selected,contextual writing synonym from provided candidates,"""You could write a play about someone like him."" 
                 ""feasibly."" 
                 ""I think his face is his form of vanity.","""You could compose a play about someone like him."" 
                 ""feasibly."" 
                 ""I think his face is his form of vanity."
swords,t:08c197ba3d1f3be18971f5c3db8e28a6ebb2a2a6,s:48d88cff308e8f01d9f638a3874e8af51ebaac5b,"""How should I reply?"" Her voice had grown quiet, and I began to feel some guilt.
                    I had, it is true, told her that we needed other company than our own.",voice,tongue,"""How should I reply?"" Her "," had grown quiet, and I began to feel some guilt.
                    I had, it is true, told her that we needed other company than our own.",26,NOUN,0.6,10,1441,voice,tongue,26,31,"[{""target2"": ""reply"", ""target2_offset"": 14, ""target2_end"": 19, ""target2_pos"": ""VB"", ""target2_rank"": 4, ""candidates"": [""answer"", ""respond""]}, {""target2"": ""grown"", ""target2_offset"": 36, ""target2_end"": 41, ""target2_pos"": ""VBN"", ""target2_rank"": 10, ""candidates"": [""developed"", ""originated"", ""raised"", ""produced"", ""turned"", ""acquired""]}, {""target2"": ""quiet"", ""target2_offset"": 42, ""target2_end"": 47, ""target2_pos"": ""JJ"", ""target2_rank"": 11, ""candidates"": [""still"", ""smooth"", ""restrained""]}, {""target2"": ""began"", ""target2_offset"": 55, ""target2_end"": 60, ""target2_pos"": ""VBD"", ""target2_rank"": 15, ""candidates"": [""started"", ""commenced""]}, {""target2"": ""feel"", ""target2_offset"": 64, ""target2_end"": 68, ""target2_pos"": ""VB"", ""target2_rank"": 17, ""candidates"": [""find"", ""sense"", ""experience"", ""finger""]}]",5,17,reply,respond,14,19,VB,selected,high-confidence synonym from provided candidates,"""How should I reply?"" Her tongue had grown quiet, and I began to feel some guilt.
                    I had, it is true, told her that we needed other company than our own.","""How should I respond?"" Her tongue had grown quiet, and I began to feel some guilt.
                    I had, it is true, told her that we needed other company than our own."
swords,t:b8e71793ebbcc2b1fee4c2993aa8446ca002833f,s:c7b41cbf9b349fdd1b570aa4564d8b6a399cf44c,"What's this more-famous-than-me person like?"" 
                 ""I didn't meet him, jealous old one."" 
                 ""Too bad.",old,ancient,"What's this more-famous-than-me person like?"" 
                 ""I didn't meet him, jealous "," one."" 
                 ""Too bad.",92,ADJ,0.6,10,1442,old,ancient,92,95,"[{""target2"": ""person"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""meet"", ""target2_offset"": 74, ""target2_end"": 78, ""target2_pos"": ""VB"", ""target2_rank"": 12, ""candidates"": [""see"", ""encounter"", ""assemble"", ""fit"", ""satisfy"", ""gather"", ""fill"", ""touch"", ""fulfill"", ""fulfil"", ""receive"", ""converge"", ""play"", ""match"", ""suffer"", ""contact""]}]",2,21,person,individual,32,38,NN,selected,high-confidence synonym from provided candidates,"What's this more-famous-than-me person like?"" 
                 ""I didn't meet him, jealous ancient one."" 
                 ""Too bad.","What's this more-famous-than-me individual like?"" 
                 ""I didn't meet him, jealous ancient one."" 
                 ""Too bad."
swords,t:055fc9831f93f24323e795a2592620b1763e0daf,s:8047cdab3d7822ee8bcba0dcf3d1cc9b7b5dde4a,"Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was declared effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.",declared,certify,Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was ," effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.",96,VERB,0.6,10,1443,declared,certify,96,104,"[{""target2"": ""said"", ""target2_offset"": 33, ""target2_end"": 37, ""target2_pos"": ""VBD"", ""target2_rank"": 5, ""candidates"": [""stated"", ""supposed"", ""ordered"", ""alleged"", ""pronounced"", ""articulated""]}, {""target2"": ""planned"", ""target2_offset"": 42, ""target2_end"": 49, ""target2_pos"": ""JJ"", ""target2_rank"": 7, ""candidates"": [""plotted""]}, {""target2"": ""offering"", ""target2_offset"": 57, ""target2_end"": 65, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""offer""]}, {""target2"": ""raise"", ""target2_offset"": 69, ""target2_end"": 74, ""target2_pos"": ""VB"", ""target2_rank"": 11, ""candidates"": [""lift"", ""erect"", ""elicit"", ""invoke"", ""produce"", ""enhance"", ""promote"", ""grow"", ""elevate"", ""provoke"", ""rear"", ""recruit"", ""fire"", ""stir"", ""farm"", ""prove"", ""parent"", ""advance"", ""upgrade""]}, {""target2"": ""effective"", ""target2_offset"": 105, ""target2_end"": 114, ""target2_pos"": ""JJ"", ""target2_rank"": 18, ""candidates"": [""efficient"", ""good""]}]",5,29,said,stated,33,37,VBD,selected,high-confidence synonym from provided candidates,"Integra-A Hotel & Restaurant Co. said its planned rights offering to raise about $9 million was certify effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned.","Integra-A Hotel & Restaurant Co. stated its planned rights offering to raise about $9 million was certify effective and the company will begin mailing materials to shareholders at the end of this week.  

Under the offer, shareholders will receive one right for each 105 common shares owned."
swords,t:d9c9148dc83f74a0525e1473ee36ece46c42713b,s:b246a64e1031181eab83bcf2b4fd0daa9bd57ad7,"I demanded, squeezing his throat
                    until he began jerking his head madly at the sculpture. 
                 I stared at the naked Tasha. Most of his story I have pieced together since, but
                    I understood enough as I knelt on his chest with my hands tight on his fleshy
                    throat.",stared,gawk,"I demanded, squeezing his throat
                    until he began jerking his head madly at the sculpture. 
                 I "," at the naked Tasha. Most of his story I have pieced together since, but
                    I understood enough as I knelt on his chest with my hands tight on his fleshy
                    throat.",129,VERB,0.7,10,1444,stared,gawk,129,135,"[{""target2"": ""demanded"", ""target2_offset"": 2, ""target2_end"": 10, ""target2_pos"": ""VBD"", ""target2_rank"": 1, ""candidates"": [""required"", ""need"", ""involved"", ""asked"", ""postulated""]}, {""target2"": ""squeezing"", ""target2_offset"": 12, ""target2_end"": 21, ""target2_pos"": ""VBG"", ""target2_rank"": 3, ""candidates"": [""forcing"", ""crushing"", ""embracing"", ""pressing"", ""contracting""]}, {""target2"": ""began"", ""target2_offset"": 62, ""target2_end"": 67, ""target2_pos"": ""VBD"", ""target2_rank"": 8, ""candidates"": [""started"", ""commenced""]}, {""target2"": ""head"", ""target2_offset"": 80, ""target2_end"": 84, ""target2_pos"": ""NN"", ""target2_rank"": 11, ""candidates"": [""mind"", ""question"", ""brain"", ""chief"", ""principal"", ""heading"", ""nous"", ""pass"", ""point"", ""header"", ""forefront""]}, {""target2"": ""naked"", ""target2_offset"": 143, ""target2_end"": 148, ""target2_pos"": ""JJ"", ""target2_rank"": 20, ""candidates"": [""bare"", ""nude"", ""raw""]}]",5,26,began,started,62,67,VBD,selected,high-confidence synonym from provided candidates,"I demanded, squeezing his throat
                    until he began jerking his head madly at the sculpture. 
                 I gawk at the naked Tasha. Most of his story I have pieced together since, but
                    I understood enough as I knelt on his chest with my hands tight on his fleshy
                    throat.","I demanded, squeezing his throat
                    until he started jerking his head madly at the sculpture. 
                 I gawk at the naked Tasha. Most of his story I have pieced together since, but
                    I understood enough as I knelt on his chest with my hands tight on his fleshy
                    throat."
swords,t:feb880489e26bf28722619f0edf46abfae3dc278,s:2d33b0e931a43a384d4db001c4f68d07751e2855,"""This is cosmetic?"" 
                 ""He's not that ugly. I think they're his natural features.""",ugly,repulsive,"""This is cosmetic?"" 
                 ""He's not that ",". I think they're his natural features.""",53,ADJ,0.8,10,1445,ugly,repulsive,53,57,"[{""target2"": ""cosmetic"", ""target2_offset"": 9, ""target2_end"": 17, ""target2_pos"": ""JJ"", ""target2_rank"": 3, ""candidates"": [""decorative""]}, {""target2"": ""think"", ""target2_offset"": 61, ""target2_end"": 66, ""target2_pos"": ""VBP"", ""target2_rank"": 13, ""candidates"": [""remember"", ""believe"", ""recall"", ""guess"", ""intend"", ""suppose"", ""mean"", ""imagine"", ""conceive"", ""reckon"", ""consider"", ""retrieve""]}, {""target2"": ""natural"", ""target2_offset"": 79, ""target2_end"": 86, ""target2_pos"": ""JJ"", ""target2_rank"": 17, ""candidates"": [""raw"", ""born"", ""rude"", ""innate""]}, {""target2"": ""features"", ""target2_offset"": 87, ""target2_end"": 95, ""target2_pos"": ""NNS"", ""target2_rank"": 18, ""candidates"": [""characteristics""]}]",4,18,cosmetic,decorative,9,17,JJ,selected,high-confidence synonym from provided candidates,"""This is cosmetic?"" 
                 ""He's not that repulsive. I think they're his natural features.""","""This is decorative?"" 
                 ""He's not that repulsive. I think they're his natural features."""
swords,t:84a7f89be051e2b520c99fd0cc0442b23bec21ff,s:f1115b53b2a02b2daba4eb4ac0000cc6510a22ab,"""And I, you."" Months earlier, we might have sought a bed, a couch, or a
                    comfortable chair at this point. Instead, I asked, ""Is he handsome?""",chair,recliner,"""And I, you."" Months earlier, we might have sought a bed, a couch, or a
                    comfortable "," at this point. Instead, I asked, ""Is he handsome?""",104,NOUN,0.6,10,1446,chair,recliner,104,109,"[{""target2"": ""earlier"", ""target2_offset"": 21, ""target2_end"": 28, ""target2_pos"": ""RB"", ""target2_rank"": 7, ""candidates"": [""before"", ""sooner"", ""originally""]}, {""target2"": ""sought"", ""target2_offset"": 44, ""target2_end"": 50, ""target2_pos"": ""VBN"", ""target2_rank"": 12, ""candidates"": [""attempted"", ""searched"", ""assayed""]}, {""target2"": ""comfortable"", ""target2_offset"": 92, ""target2_end"": 103, ""target2_pos"": ""JJ"", ""target2_rank"": 21, ""candidates"": [""prosperous"", ""easy""]}, {""target2"": ""Instead"", ""target2_offset"": 125, ""target2_end"": 132, ""target2_pos"": ""RB"", ""target2_rank"": 26, ""candidates"": [""Rather"", ""Alternatively""]}, {""target2"": ""asked"", ""target2_offset"": 136, ""target2_end"": 141, ""target2_pos"": ""VBD"", ""target2_rank"": 29, ""candidates"": [""required"", ""need"", ""expected"", ""demanded"", ""inquired"", ""involved"", ""postulated""]}]",5,17,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""And I, you."" Months earlier, we might have sought a bed, a couch, or a
                    comfortable recliner at this point. Instead, I asked, ""Is he handsome?""","""And I, you."" Months earlier, we might have sought a bed, a couch, or a
                    comfortable recliner at this point. Instead, I asked, ""Is he handsome?"""
swords,t:a5032013ddfa97bd6347c61ff8dfafb88c68d267,s:7f7d08eaf50f6ea7c2bb2e67a7657a69b522cc7e,"In New York Stock Exchange composite trading yesterday, Intelogic shares rose 37.5 cents to close at $2.75.  

Mr. Edelman declined to specify what prompted the recent moves, saying they are meant only to benefit shareholders when ""the company is on a roll."" He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""",moves,decision,"In New York Stock Exchange composite trading yesterday, Intelogic shares rose 37.5 cents to close at $2.75.  

Mr. Edelman declined to specify what prompted the recent ",", saying they are meant only to benefit shareholders when ""the company is on a roll."" He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""",168,NOUN,0.6,10,1447,moves,decision,168,173,"[{""target2"": ""Stock"", ""target2_offset"": 12, ""target2_end"": 17, ""target2_pos"": ""NNP"", ""target2_rank"": 3, ""candidates"": [""Store"", ""Fund"", ""Line"", ""Inventory"", ""Blood"", ""Origin""]}, {""target2"": ""Exchange"", ""target2_offset"": 18, ""target2_end"": 26, ""target2_pos"": ""NNP"", ""target2_rank"": 4, ""candidates"": [""Central""]}, {""target2"": ""shares"", ""target2_offset"": 66, ""target2_end"": 72, ""target2_pos"": ""NNS"", ""target2_rank"": 10, ""candidates"": [""contributions"", ""parts"", ""percentages"", ""portions""]}, {""target2"": ""rose"", ""target2_offset"": 73, ""target2_end"": 77, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""developed"", ""originated"", ""mounted"", ""lifted"", ""climbed"", ""jumped"", ""surfaced"", ""heightened"", ""proved""]}, {""target2"": ""close"", ""target2_offset"": 92, ""target2_end"": 97, ""target2_pos"": ""VB"", ""target2_rank"": 15, ""candidates"": [""shut"", ""fold"", ""conclude""]}]",5,23,rose,climbed,73,77,VBD,selected,contextual increase-verb synonym from provided candidates,"In New York Stock Exchange composite trading yesterday, Intelogic shares rose 37.5 cents to close at $2.75.  

Mr. Edelman declined to specify what prompted the recent decision, saying they are meant only to benefit shareholders when ""the company is on a roll."" He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private.""","In New York Stock Exchange composite trading yesterday, Intelogic shares climbed 37.5 cents to close at $2.75.  

Mr. Edelman declined to specify what prompted the recent decision, saying they are meant only to benefit shareholders when ""the company is on a roll."" He added, ""This has nothing to do with Marty Ackerman and it is not designed, particularly, to take the company private."""
swords,t:b8e71793ebbcc2b1fee4c2993aa8446ca002833f,s:6077f729a975d50f641f9f91f3e78e1c83630f6c,"What's this more-famous-than-me person like?"" 
                 ""I didn't meet him, jealous old one."" 
                 ""Too bad.",old,aged,"What's this more-famous-than-me person like?"" 
                 ""I didn't meet him, jealous "," one."" 
                 ""Too bad.",92,ADJ,0.8,10,1448,old,aged,92,95,"[{""target2"": ""person"", ""target2_offset"": 32, ""target2_end"": 38, ""target2_pos"": ""NN"", ""target2_rank"": 4, ""candidates"": [""individual"", ""someone"", ""soul"", ""mortal"", ""somebody""]}, {""target2"": ""meet"", ""target2_offset"": 74, ""target2_end"": 78, ""target2_pos"": ""VB"", ""target2_rank"": 12, ""candidates"": [""see"", ""encounter"", ""assemble"", ""fit"", ""satisfy"", ""gather"", ""fill"", ""touch"", ""fulfill"", ""fulfil"", ""receive"", ""converge"", ""play"", ""match"", ""suffer"", ""contact""]}]",2,21,person,individual,32,38,NN,selected,high-confidence synonym from provided candidates,"What's this more-famous-than-me person like?"" 
                 ""I didn't meet him, jealous aged one."" 
                 ""Too bad.","What's this more-famous-than-me individual like?"" 
                 ""I didn't meet him, jealous aged one."" 
                 ""Too bad."
swords,t:478a5c08941c99b3c9c937df0fb56384ca238fa4,s:3fe4d73fbfcbc368e3e5ccdff0e3247086f2bde0,"The play's second act concludes with the last fight between Tasha
                    and me. I have disguised us in the play, and deleted one brief melodramatic
                    interchange. Now I will mention it, in case I/You decide to restore it.",brief,small,"The play's second act concludes with the last fight between Tasha
                    and me. I have disguised us in the play, and deleted one "," melodramatic
                    interchange. Now I will mention it, in case I/You decide to restore it.",143,ADJ,0.8,10,1449,brief,small,143,148,"[{""target2"": ""play"", ""target2_offset"": 4, ""target2_end"": 8, ""target2_pos"": ""NN"", ""target2_rank"": 1, ""candidates"": [""drama"", ""turn"", ""gambling"", ""fun"", ""bid"", ""sport"", ""gaming"", ""maneuver""]}, {""target2"": ""concludes"", ""target2_offset"": 22, ""target2_end"": 31, ""target2_pos"": ""VBZ"", ""target2_rank"": 5, ""candidates"": [""reasons"", ""closes""]}, {""target2"": ""last"", ""target2_offset"": 41, ""target2_end"": 45, ""target2_pos"": ""JJ"", ""target2_rank"": 8, ""candidates"": [""final"", ""concluding"", ""net"", ""utmost"", ""lowest"", ""terminal""]}, {""target2"": ""fight"", ""target2_offset"": 46, ""target2_end"": 51, ""target2_pos"": ""NN"", ""target2_rank"": 9, ""candidates"": [""battle"", ""fighting"", ""engagement"", ""conflict"", ""combat"", ""scrap""]}, {""target2"": ""disguised"", ""target2_offset"": 101, ""target2_end"": 110, ""target2_pos"": ""VBN"", ""target2_rank"": 16, ""candidates"": [""masked""]}]",5,23,disguised,masked,101,110,VBN,selected,high-confidence synonym from provided candidates,"The play's second act concludes with the last fight between Tasha
                    and me. I have disguised us in the play, and deleted one small melodramatic
                    interchange. Now I will mention it, in case I/You decide to restore it.","The play's second act concludes with the last fight between Tasha
                    and me. I have masked us in the play, and deleted one small melodramatic
                    interchange. Now I will mention it, in case I/You decide to restore it."
swords,t:80944a2f9c628816768e52b1c2f55e9c5d2bd9cf,s:b21389b0a39743c993c8f5b0778c90b8665f7a6c,"Neither they nor Mr. McAlpine could be reached for comment.  

Magna said Mr. McAlpine resigned to pursue a consulting career, with Magna as one of his clients.",pursue,chase,"Neither they nor Mr. McAlpine could be reached for comment.  

Magna said Mr. McAlpine resigned to "," a consulting career, with Magna as one of his clients.",99,VERB,0.6,10,1450,pursue,chase,99,105,"[{""target2"": ""reached"", ""target2_offset"": 39, ""target2_end"": 46, ""target2_pos"": ""VBN"", ""target2_rank"": 7, ""candidates"": [""achieved"", ""handed"", ""attained"", ""passed"", ""accomplished"", ""contacted"", ""strained"", ""gained"", ""touched""]}, {""target2"": ""said"", ""target2_offset"": 69, ""target2_end"": 73, ""target2_pos"": ""VBD"", ""target2_rank"": 11, ""candidates"": [""stated"", ""supposed"", ""ordered"", ""alleged"", ""pronounced"", ""articulated""]}, {""target2"": ""resigned"", ""target2_offset"": 87, ""target2_end"": 95, ""target2_pos"": ""VBD"", ""target2_rank"": 14, ""candidates"": [""vacated"", ""freed"", ""released""]}, {""target2"": ""career"", ""target2_offset"": 119, ""target2_end"": 125, ""target2_pos"": ""NN"", ""target2_rank"": 19, ""candidates"": [""calling""]}, {""target2"": ""clients"", ""target2_offset"": 152, ""target2_end"": 159, ""target2_pos"": ""NNS"", ""target2_rank"": 27, ""candidates"": [""customers"", ""nodes"", ""guests""]}]",5,22,said,stated,69,73,VBD,selected,high-confidence synonym from provided candidates,"Neither they nor Mr. McAlpine could be reached for comment.  

Magna said Mr. McAlpine resigned to chase a consulting career, with Magna as one of his clients.","Neither they nor Mr. McAlpine could be reached for comment.  

Magna stated Mr. McAlpine resigned to chase a consulting career, with Magna as one of his clients."
swords,t:27f1bb1628b342537b19c4d8b5ec44d7ed8ba26b,s:03dca36c53ed82ad27a86c78a892cdbbc08f0f6b,"""Then I give up."" 
                 ""Emil Malaquez is buying the house up the hill."" 
                 ""Oh.""",house,residence,"""Then I give up."" 
                 ""Emil Malaquez is buying the "," up the hill."" 
                 ""Oh.""",65,NOUN,0.7,10,1451,house,residence,65,70,"[{""target2"": ""give"", ""target2_offset"": 8, ""target2_end"": 12, ""target2_pos"": ""VBP"", ""target2_rank"": 3, ""candidates"": [""hold"", ""have"", ""devote"", ""pay"", ""hand"", ""contribute"", ""feed"", ""pass"", ""afford"", ""commit"", ""sacrifice"", ""collapse"", ""impart"", ""throw"", ""yield"", ""establish"", ""leave"", ""present"", ""generate"", ""make"", ""apply"", ""grant"", ""render"", ""reach"", ""gift"", ""open"", ""break"", ""return"", ""founder""]}, {""target2"": ""buying"", ""target2_offset"": 54, ""target2_end"": 60, ""target2_pos"": ""VBG"", ""target2_rank"": 10, ""candidates"": [""purchasing""]}]",2,30,,,,,,no_valid_candidate,No provided candidate passed conservative meaning and grammar checks.,"""Then I give up."" 
                 ""Emil Malaquez is buying the residence up the hill."" 
                 ""Oh.""","""Then I give up."" 
                 ""Emil Malaquez is buying the residence up the hill."" 
                 ""Oh."""
swords,t:4e08bade0d7404ce01d70b78577b5a42c4a96a48,s:f52e43c0363cb8a7af339a5d5b5beb354a1c7039,"Well, if she didn't pan out, she'd be terminated. Any crew member that would
jeopardize the project was meat. It would be a shame to lose that talent,
though.",crew,squad,"Well, if she didn't pan out, she'd be terminated. Any "," member that would
jeopardize the project was meat. It would be a shame to lose that talent,
though.",54,NOUN,0.6,10,1453,crew,squad,54,58,"[{""target2"": ""Well"", ""target2_offset"": 0, ""target2_end"": 4, ""target2_pos"": ""RB"", ""target2_rank"": 0, ""candidates"": [""Good""]}, {""target2"": ""member"", ""target2_offset"": 59, ""target2_end"": 65, ""target2_pos"": ""NN"", ""target2_rank"": 15, ""candidates"": [""extremity"", ""penis""]}, {""target2"": ""project"", ""target2_offset"": 92, ""target2_end"": 99, ""target2_pos"": ""NN"", ""target2_rank"": 20, ""candidates"": [""task"", ""projection"", ""undertaking"", ""labor""]}, {""target2"": ""shame"", ""target2_offset"": 124, ""target2_end"": 129, ""target2_pos"": ""NN"", ""target2_rank"": 27, ""candidates"": [""pity"", ""disgrace""]}, {""target2"": ""lose"", ""target2_offset"": 133, ""target2_end"": 137, ""target2_pos"": ""VB"", ""target2_rank"": 29, ""candidates"": [""miss"", ""suffer""]}]",5,11,shame,disgrace,124,129,NN,selected,high-confidence synonym from provided candidates,"Well, if she didn't pan out, she'd be terminated. Any squad member that would
jeopardize the project was meat. It would be a shame to lose that talent,
though.","Well, if she didn't pan out, she'd be terminated. Any squad member that would
jeopardize the project was meat. It would be a disgrace to lose that talent,
though."
