row_idx,dataset,sentence,changed_sentence_two,target1,substitute1,target1_offset,target1_end,target2,substitute2,target2_offset,target2_end,orig1_logp,orig2_logp,orig_two_logp,ind_sub1_logp,ind_sub2_logp,sub_two_independent_logp,independent_score,seq_sub1_logp,seq_sub2_logp,sub_two_sequential_logp,sequential_score,orig_context_mean_nll,sub_context_mean_nll,orig_context_sum_nll,sub_context_sum_nll,orig_context_num_tokens,sub_context_num_tokens,context_score,orig_sentence_avg_logp,sub_sentence_avg_logp,whole_sentence_avg_logp_score,orig1_token_ids,orig2_token_ids,ind_sub1_token_ids,ind_sub2_token_ids,seq_sub1_token_ids,seq_sub2_token_ids,orig1_tokens,orig2_tokens,ind_sub1_tokens,ind_sub2_tokens,seq_sub1_tokens,seq_sub2_tokens
434,prolex,"In this particular example, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the population and the territory where they live.","In this particular instance, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the inhabitants and the territory where they live.",population,inhabitants,193,203,example,instance,19,26,-5.71875,-3.203125,-8.921875,-5.84375,-3.03125,-8.875,-0.046875,-5.8125,-3.015625,-8.828125,-0.09375,3.3989955357142856,3.367280505952381,142.7578125,141.42578125,42,42,-0.031715029761904656,-3.3989955357142856,-3.367280505952381,-0.031715029761904656,[3072],[1650],[21251],[4227],[21251],[4227],"[""Ġpopulation""]","[""Ġexample""]","[""Ġinhabitants""]","[""Ġinstance""]","[""Ġinhabitants""]","[""Ġinstance""]"
435,prolex,"In this particular example, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the population and the territory where they live.","In this particular instance, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the people and the territory where they live.",population,people,193,203,example,instance,19,26,-5.71875,-3.203125,-8.921875,-4.40625,-3.03125,-7.4375,-1.484375,-4.4375,-3.015625,-7.453125,-1.46875,3.3989955357142856,3.3534691220238093,142.7578125,140.845703125,42,42,-0.045526413690476275,-3.3989955357142856,-3.3534691220238093,-0.045526413690476275,[3072],[1650],[952],[4227],[952],[4227],"[""Ġpopulation""]","[""Ġexample""]","[""Ġpeople""]","[""Ġinstance""]","[""Ġpeople""]","[""Ġinstance""]"
436,prolex,"In this particular example, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the population and the territory where they live.","In this particular instance, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the citizens and the territory where they live.",population,citizens,193,203,example,instance,19,26,-5.71875,-3.203125,-8.921875,-5.90625,-3.03125,-8.9375,0.015625,-6.0625,-3.015625,-9.078125,0.15625,3.3989955357142856,3.4171316964285716,142.7578125,143.51953125,42,42,0.01813616071428603,-3.3989955357142856,-3.4171316964285716,0.01813616071428603,[3072],[1650],[7815],[4227],[7815],[4227],"[""Ġpopulation""]","[""Ġexample""]","[""Ġcitizens""]","[""Ġinstance""]","[""Ġcitizens""]","[""Ġinstance""]"
437,prolex,"In this particular example, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the population and the territory where they live.","In this particular instance, furthermore, there is another very significant aspect which can be affirmed to support my thesis: it is about the relations, in those eastern countries, between the community and the territory where they live.",population,community,193,203,example,instance,19,26,-5.71875,-3.203125,-8.921875,-7.03125,-3.03125,-10.0625,1.140625,-6.9375,-3.015625,-9.953125,1.03125,3.3989955357142856,3.462704613095238,142.7578125,145.43359375,42,42,0.06370907738095255,-3.3989955357142856,-3.462704613095238,0.06370907738095255,[3072],[1650],[3114],[4227],[3114],[4227],"[""Ġpopulation""]","[""Ġexample""]","[""Ġcommunity""]","[""Ġinstance""]","[""Ġcommunity""]","[""Ġinstance""]"
438,prolex,Here the people's living conditions are low as compared to the developed countries.,Here the people's living standards are low as compared to the developed nations.,conditions,standards,25,35,countries,nations,73,82,-1.6875,-0.400390625,-2.087890625,-1.8203125,-2.40625,-4.2265625,2.138671875,-1.8125,-2.296875,-4.109375,2.021484375,3.339076450892857,3.2548828125,46.7470703125,45.568359375,14,14,-0.0841936383928572,-3.339076450892857,-3.2548828125,-0.0841936383928572,[2515],[4343],[7465],[12390],[7465],[12390],"[""Ġconditions""]","[""Ġcountries""]","[""Ġstandards""]","[""Ġnations""]","[""Ġstandards""]","[""Ġnations""]"
439,prolex,This tendency will be enforced because the price of oil is rapidly rising.,This tendency will be enforced because the cost of oil is quickly rising.,rapidly,quickly,59,66,price,cost,43,48,-6.875,-6.0625,-12.9375,-7.5625,-6.09375,-13.65625,0.71875,-6.6875,-6.0625,-12.75,-0.1875,3.9193209134615383,4.150691105769231,50.951171875,53.958984375,13,13,0.2313701923076925,-3.9193209134615383,-4.150691105769231,0.2313701923076925,[9086],[4376],[4541],[2105],[4541],[2105],"[""Ġrapidly""]","[""Ġprice""]","[""Ġquickly""]","[""Ġcost""]","[""Ġquickly""]","[""Ġcost""]"
440,prolex,This tendency will be enforced because the price of oil is rapidly rising.,This tendency will be enforced because the cost of oil is swiftly rising.,rapidly,swiftly,59,66,price,cost,43,48,-6.875,-6.0625,-12.9375,-11.1875,-6.09375,-17.28125,4.34375,-10.5625,-6.0625,-16.625,3.6875,3.9193209134615383,4.437950721153846,50.951171875,57.693359375,13,13,0.5186298076923075,-3.9193209134615383,-4.437950721153846,0.5186298076923075,[9086],[4376],[34304],[2105],[34304],[2105],"[""Ġrapidly""]","[""Ġprice""]","[""Ġswiftly""]","[""Ġcost""]","[""Ġswiftly""]","[""Ġcost""]"
442,prolex,I also think that the people have had another familiar surroundings in which they lived and worked.,I also believe that the people have had another familiar environment in which they lived and worked.,surroundings,environment,55,67,think,believe,7,12,-10.3125,-3.328125,-13.640625,-8.125,-4.34375,-12.46875,-1.171875,-8.375,-4.34375,-12.71875,-0.921875,4.289981617647059,4.074908088235294,72.9296875,69.2734375,17,17,-0.2150735294117645,-4.289981617647059,-4.074908088235294,-0.2150735294117645,[27762],[1158],[3126],[2868],[3126],[2868],"[""Ġsurroundings""]","[""Ġthink""]","[""Ġenvironment""]","[""Ġbelieve""]","[""Ġenvironment""]","[""Ġbelieve""]"
443,prolex,I also think that the people have had another familiar surroundings in which they lived and worked.,I also believe that the people have had another familiar setting in which they lived and worked.,surroundings,setting,55,67,think,believe,7,12,-10.3125,-3.328125,-13.640625,-7.8125,-4.34375,-12.15625,-1.484375,-8.375,-4.34375,-12.71875,-0.921875,4.289981617647059,4.0661764705882355,72.9296875,69.125,17,17,-0.22380514705882337,-4.289981617647059,-4.0661764705882355,-0.22380514705882337,[27762],[1158],[4758],[2868],[4758],[2868],"[""Ġsurroundings""]","[""Ġthink""]","[""Ġsetting""]","[""Ġbelieve""]","[""Ġsetting""]","[""Ġbelieve""]"
444,prolex,I also think that the people have had another familiar surroundings in which they lived and worked.,I also believe that the people have had another familiar locale in which they lived and worked.,surroundings,locale,55,67,think,believe,7,12,-10.3125,-3.328125,-13.640625,-11.8125,-4.34375,-16.15625,2.515625,-11.875,-4.34375,-16.21875,2.578125,4.289981617647059,4.3708639705882355,72.9296875,74.3046875,17,17,0.08088235294117663,-4.289981617647059,-4.3708639705882355,0.08088235294117663,[27762],[1158],[32099],[2868],[32099],[2868],"[""Ġsurroundings""]","[""Ġthink""]","[""Ġlocale""]","[""Ġbelieve""]","[""Ġlocale""]","[""Ġbelieve""]"
446,prolex,I think that we should make a rule to decrease the use of our cars as a global standard.,I believe that we should make a rule to diminish the use of our cars as a global standard.,decrease,diminish,38,46,think,believe,2,7,-10.0,-3.15625,-13.15625,-11.6875,-5.125,-16.8125,3.65625,-10.8125,-5.09375,-15.90625,2.75,3.7046476665296053,3.7715743215460527,70.3883056640625,71.659912109375,19,19,0.06692665501644735,-3.7046476665296053,-3.7715743215460527,0.06692665501644735,[6379],[1158],[37856],[2868],[37856],[2868],"[""Ġdecrease""]","[""Ġthink""]","[""Ġdiminish""]","[""Ġbelieve""]","[""Ġdiminish""]","[""Ġbelieve""]"
447,prolex,I think that we should make a rule to decrease the use of our cars as a global standard.,I believe that we should make a rule to lower the use of our cars as a global standard.,decrease,lower,38,46,think,believe,2,7,-10.0,-3.15625,-13.15625,-8.75,-5.125,-13.875,0.71875,-8.125,-5.09375,-13.21875,0.0625,3.7046476665296053,3.7379471628289473,70.3883056640625,71.02099609375,19,19,0.033299496299342035,-3.7046476665296053,-3.7379471628289473,0.033299496299342035,[6379],[1158],[2406],[2868],[2406],[2868],"[""Ġdecrease""]","[""Ġthink""]","[""Ġlower""]","[""Ġbelieve""]","[""Ġlower""]","[""Ġbelieve""]"
448,prolex,"In conclusion, although now in many places, the number of cars is still increasing at a fast pace, I hold fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.","In conclusion, although now in many places, the number of automobiles is still increasing at a fast pace, I cling fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.",hold,cling,101,105,cars,automobiles,58,62,-9.5,-4.8125,-14.3125,-13.9375,-7.28125,-21.21875,6.90625,-14.0625,-7.3125,-21.375,7.0625,3.0924267578125,3.3030712890625,154.621337890625,165.153564453125,50,50,0.21064453124999982,-3.0924267578125,-3.3030712890625,0.21064453124999982,[2186],[8458],[49196],[45056],[49196],[45056],"[""Ġhold""]","[""Ġcars""]","[""Ġcling""]","[""Ġautomobiles""]","[""Ġcling""]","[""Ġautomobiles""]"
449,prolex,"In conclusion, although now in many places, the number of cars is still increasing at a fast pace, I hold fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.","In conclusion, although now in many places, the number of automobiles is still increasing at a fast pace, I stick fast to my position that the number of cars will diminish considerably in the next twenty years, with the increase in civilised and technological methods.",hold,stick,101,105,cars,automobiles,58,62,-9.5,-4.8125,-14.3125,-10.5625,-7.28125,-17.84375,3.53125,-11.0,-7.3125,-18.3125,4.0,3.0924267578125,3.2194189453125,154.621337890625,160.970947265625,50,50,0.12699218749999996,-3.0924267578125,-3.2194189453125,0.12699218749999996,[2186],[8458],[7356],[45056],[7356],[45056],"[""Ġhold""]","[""Ġcars""]","[""Ġstick""]","[""Ġautomobiles""]","[""Ġstick""]","[""Ġautomobiles""]"
452,prolex,"Actually, young people can find so many different sports activities that can build them up where cardio work would be covert, also all the muscles of their bodies.","Actually, youthful people can find so many different athletic activities that can build them up where cardio work would be covert, also all the muscles of their bodies.",sports,athletic,50,56,young,youthful,10,15,-6.875,-9.9375,-16.8125,-11.125,-14.9375,-26.0625,9.25,-10.0625,-15.0,-25.0625,8.25,4.336588541666667,4.669010416666667,130.09765625,140.0703125,30,30,0.33242187499999964,-4.336588541666667,-4.669010416666667,0.33242187499999964,[9001],[2872],[24122],[44098],[24122],[44098],"[""Ġsports""]","[""Ġyoung""]","[""Ġathletic""]","[""Ġyouthful""]","[""Ġathletic""]","[""Ġyouthful""]"
453,prolex,"Actually, young people can find so many different sports activities that can build them up where cardio work would be covert, also all the muscles of their bodies.","Actually, youthful people can find so many different fitness activities that can build them up where cardio work would be covert, also all the muscles of their bodies.",sports,fitness,50,56,young,youthful,10,15,-6.875,-9.9375,-16.8125,-9.8125,-14.9375,-24.75,7.9375,-8.6875,-15.0,-23.6875,6.875,4.336588541666667,4.6578125,130.09765625,139.734375,30,30,0.3212239583333334,-4.336588541666667,-4.6578125,0.3212239583333334,[9001],[2872],[14601],[44098],[14601],[44098],"[""Ġsports""]","[""Ġyoung""]","[""Ġfitness""]","[""Ġyouthful""]","[""Ġfitness""]","[""Ġyouthful""]"
454,prolex,"Actually, young people can find so many different sports activities that can build them up where cardio work would be covert, also all the muscles of their bodies.","Actually, youthful people can find so many different exercise activities that can build them up where cardio work would be covert, also all the muscles of their bodies.",sports,exercise,50,56,young,youthful,10,15,-6.875,-9.9375,-16.8125,-10.375,-14.9375,-25.3125,8.5,-9.375,-15.0,-24.375,7.5625,4.336588541666667,4.704166666666667,130.09765625,141.125,30,30,0.36757812499999964,-4.336588541666667,-4.704166666666667,0.36757812499999964,[9001],[2872],[5763],[44098],[5763],[44098],"[""Ġsports""]","[""Ġyoung""]","[""Ġexercise""]","[""Ġyouthful""]","[""Ġexercise""]","[""Ġyouthful""]"
455,prolex,"Actually, young people can find so many different sports activities that can build them up where cardio work would be covert, also all the muscles of their bodies.","Actually, youthful people can find so many different physical activities that can build them up where cardio work would be covert, also all the muscles of their bodies.",sports,physical,50,56,young,youthful,10,15,-6.875,-9.9375,-16.8125,-9.4375,-14.9375,-24.375,7.5625,-9.0,-15.0,-24.0,7.1875,4.336588541666667,4.627864583333333,130.09765625,138.8359375,30,30,0.29127604166666643,-4.336588541666667,-4.627864583333333,0.29127604166666643,[9001],[2872],[3520],[44098],[3520],[44098],"[""Ġsports""]","[""Ġyoung""]","[""Ġphysical""]","[""Ġyouthful""]","[""Ġphysical""]","[""Ġyouthful""]"
456,prolex,"Actually, young people can find so many different sports activities that can build them up where cardio work would be covert, also all the muscles of their bodies.","Actually, youthful people can find so many different recreational activities that can build them up where cardio work would be covert, also all the muscles of their bodies.",sports,recreational,50,56,young,youthful,10,15,-6.875,-9.9375,-16.8125,-8.75,-14.9375,-23.6875,6.875,-9.25,-15.0,-24.25,7.4375,4.336588541666667,4.777604166666666,130.09765625,143.328125,30,30,0.44101562499999947,-4.336588541666667,-4.777604166666666,0.44101562499999947,[9001],[2872],[28977],[44098],[28977],[44098],"[""Ġsports""]","[""Ġyoung""]","[""Ġrecreational""]","[""Ġyouthful""]","[""Ġrecreational""]","[""Ġyouthful""]"
457,prolex,"for example, if the students study business at school, after they finish school.","for instance, if the students study business at university, after they finish school.",school,university,47,53,example,instance,4,11,-1.4140625,-4.3125,-5.7265625,-1.6953125,-3.4375,-5.1328125,-0.59375,-2.0,-3.25,-5.25,-0.4765625,3.5673177083333334,3.7505208333333333,53.509765625,56.2578125,15,15,0.1832031249999999,-3.5673177083333334,-3.7505208333333333,0.1832031249999999,[2143],[1650],[9835],[4227],[9835],[4227],"[""Ġschool""]","[""Ġexample""]","[""Ġuniversity""]","[""Ġinstance""]","[""Ġuniversity""]","[""Ġinstance""]"
458,prolex,"for example, if the students study business at school, after they finish school.","for instance, if the students study business at college, after they finish school.",school,college,47,53,example,instance,4,11,-1.4140625,-4.3125,-5.7265625,-2.9375,-3.4375,-6.375,0.6484375,-2.75,-3.25,-6.0,0.2734375,3.5673177083333334,3.740364583333333,53.509765625,56.10546875,15,15,0.17304687499999982,-3.5673177083333334,-3.740364583333333,0.17304687499999982,[2143],[1650],[6831],[4227],[6831],[4227],"[""Ġschool""]","[""Ġexample""]","[""Ġcollege""]","[""Ġinstance""]","[""Ġcollege""]","[""Ġinstance""]"
459,prolex,And I will also continue to try new things.,And I will likewise proceed to try new things.,continue,proceed,16,24,also,likewise,11,15,-5.6875,-3.59375,-9.28125,-9.25,-8.75,-18.0,8.71875,-7.625,-8.75,-16.375,7.09375,3.201171875,4.483072916666667,28.810546875,40.34765625,9,9,1.281901041666667,-3.201171875,-4.483072916666667,1.281901041666667,[4035],[671],[4262],[21223],[4262],[21223],"[""Ġcontinue""]","[""Ġalso""]","[""Ġproceed""]","[""Ġlikewise""]","[""Ġproceed""]","[""Ġlikewise""]"
465,prolex,"You can hardly tell whether the concepts and the ideals are true or false,because everyone had his or her own observations.","You can hardly say whether the concepts and the values are true or false,because everyone had his or her own observations.",ideals,values,49,55,tell,say,15,19,-7.6875,-3.578125,-11.265625,-5.875,-4.3125,-10.1875,-1.078125,-5.40625,-4.3125,-9.71875,-1.546875,3.894759468410326,3.836797299592391,89.5794677734375,88.246337890625,23,23,-0.057962168817935034,-3.894759468410326,-3.836797299592391,-0.057962168817935034,[26784],[2028],[2193],[1333],[2193],[1333],"[""Ġideals""]","[""Ġtell""]","[""Ġvalues""]","[""Ġsay""]","[""Ġvalues""]","[""Ġsay""]"
466,prolex,"You can hardly tell whether the concepts and the ideals are true or false,because everyone had his or her own observations.","You can hardly say whether the concepts and the principles are true or false,because everyone had his or her own observations.",ideals,principles,49,55,tell,say,15,19,-7.6875,-3.578125,-11.265625,-5.1875,-4.3125,-9.5,-1.765625,-4.53125,-4.3125,-8.84375,-2.421875,3.894759468410326,3.7313657014266304,89.5794677734375,85.8214111328125,23,23,-0.1633937669836958,-3.894759468410326,-3.7313657014266304,-0.1633937669836958,[26784],[2028],[9241],[1333],[9241],[1333],"[""Ġideals""]","[""Ġtell""]","[""Ġprinciples""]","[""Ġsay""]","[""Ġprinciples""]","[""Ġsay""]"
467,prolex,"You can hardly tell whether the concepts and the ideals are true or false,because everyone had his or her own observations.","You can hardly say whether the concepts and the beliefs are true or false,because everyone had his or her own observations.",ideals,beliefs,49,55,tell,say,15,19,-7.6875,-3.578125,-11.265625,-7.6875,-4.3125,-12.0,0.734375,-7.59375,-4.3125,-11.90625,0.640625,3.894759468410326,3.800537109375,89.5794677734375,87.412353515625,23,23,-0.09422235903532616,-3.894759468410326,-3.800537109375,-0.09422235903532616,[26784],[2028],[13379],[1333],[13379],[1333],"[""Ġideals""]","[""Ġtell""]","[""Ġbeliefs""]","[""Ġsay""]","[""Ġbeliefs""]","[""Ġsay""]"
468,prolex,"You can hardly tell whether the concepts and the ideals are true or false,because everyone had his or her own observations.","You can hardly say whether the concepts and the standards are true or false,because everyone had his or her own observations.",ideals,standards,49,55,tell,say,15,19,-7.6875,-3.578125,-11.265625,-8.0,-4.3125,-12.3125,1.046875,-7.34375,-4.3125,-11.65625,0.390625,3.894759468410326,3.960953422214674,89.5794677734375,91.1019287109375,23,23,0.06619395380434767,-3.894759468410326,-3.960953422214674,0.06619395380434767,[26784],[2028],[7465],[1333],[7465],[1333],"[""Ġideals""]","[""Ġtell""]","[""Ġstandards""]","[""Ġsay""]","[""Ġstandards""]","[""Ġsay""]"
469,prolex,"because, doing so prevents them developing their knowledge and finding more rational facts.","because, performing so prevents them developing their knowledge and finding more logical facts.",rational,logical,76,84,doing,performing,9,14,-7.75,-10.3125,-18.0625,-6.4375,-15.1875,-21.625,3.5625,-7.1875,-15.1875,-22.375,4.3125,5.356863839285714,6.024274553571429,74.99609375,84.33984375,14,14,0.6674107142857144,-5.356863839285714,-6.024274553571429,0.6674107142857144,[8870],[2509],[13760],[9591],[13760],[9591],"[""Ġrational""]","[""Ġdoing""]","[""Ġlogical""]","[""Ġperforming""]","[""Ġlogical""]","[""Ġperforming""]"
470,prolex,"because, doing so prevents them developing their knowledge and finding more rational facts.","because, performing so prevents them developing their knowledge and finding more sensible facts.",rational,sensible,76,84,doing,performing,9,14,-7.75,-10.3125,-18.0625,-8.3125,-15.1875,-23.5,5.4375,-7.125,-15.1875,-22.3125,4.25,5.356863839285714,6.059151785714286,74.99609375,84.828125,14,14,0.7022879464285712,-5.356863839285714,-6.059151785714286,0.7022879464285712,[8870],[2509],[24600],[9591],[24600],[9591],"[""Ġrational""]","[""Ġdoing""]","[""Ġsensible""]","[""Ġperforming""]","[""Ġsensible""]","[""Ġperforming""]"
471,prolex,"because, doing so prevents them developing their knowledge and finding more rational facts.","because, performing so prevents them developing their knowledge and finding more reasonable facts.",rational,reasonable,76,84,doing,performing,9,14,-7.75,-10.3125,-18.0625,-7.4375,-15.1875,-22.625,4.5625,-7.8125,-15.1875,-23.0,4.9375,5.356863839285714,6.092912946428571,74.99609375,85.30078125,14,14,0.7360491071428568,-5.356863839285714,-6.092912946428571,0.7360491071428568,[8870],[2509],[5272],[9591],[5272],[9591],"[""Ġrational""]","[""Ġdoing""]","[""Ġreasonable""]","[""Ġperforming""]","[""Ġreasonable""]","[""Ġperforming""]"
472,prolex,"because, doing so prevents them developing their knowledge and finding more rational facts.","because, performing so prevents them developing their knowledge and finding more coherent facts.",rational,coherent,76,84,doing,performing,9,14,-7.75,-10.3125,-18.0625,-8.875,-15.1875,-24.0625,6.0,-9.8125,-15.1875,-25.0,6.9375,5.356863839285714,6.271205357142857,74.99609375,87.796875,14,14,0.9143415178571423,-5.356863839285714,-6.271205357142857,0.9143415178571423,[8870],[2509],[18893],[9591],[18893],[9591],"[""Ġrational""]","[""Ġdoing""]","[""Ġcoherent""]","[""Ġperforming""]","[""Ġcoherent""]","[""Ġperforming""]"
473,prolex,I agree with this idea that changing new things and not caring about fault.,I agree with this thought that changing new things and not caring about mistake.,fault,mistake,69,74,idea,thought,18,22,-11.9375,-5.625,-17.5625,-12.125,-6.5625,-18.6875,1.125,-11.75,-6.625,-18.375,0.8125,4.926339285714286,5.046037946428571,68.96875,70.64453125,14,14,0.11969866071428559,-4.926339285714286,-5.046037946428571,0.11969866071428559,[9331],[2934],[10551],[1869],[10551],[1869],"[""Ġfault""]","[""Ġidea""]","[""Ġmistake""]","[""Ġthought""]","[""Ġmistake""]","[""Ġthought""]"
474,prolex,I agree with this idea that changing new things and not caring about fault.,I agree with this thought that changing new things and not caring about error.,fault,error,69,74,idea,thought,18,22,-11.9375,-5.625,-17.5625,-10.8125,-6.5625,-17.375,-0.1875,-11.375,-6.625,-18.0,0.4375,4.926339285714286,5.008091517857143,68.96875,70.11328125,14,14,0.08175223214285765,-4.926339285714286,-5.008091517857143,0.08175223214285765,[9331],[2934],[2228],[1869],[2228],[1869],"[""Ġfault""]","[""Ġidea""]","[""Ġerror""]","[""Ġthought""]","[""Ġerror""]","[""Ġthought""]"
476,prolex,"In conclusion, both understanding ideas and concepts and learning facts are critical in learning.","In conclusion, both understanding thoughts and concepts and learning facts are essential in learning.",critical,essential,76,84,ideas,thoughts,34,39,-4.40625,-10.5,-14.90625,-2.796875,-10.5,-13.296875,-1.609375,-2.875,-10.5,-13.375,-1.53125,4.064290364583333,4.034602864583333,60.96435546875,60.51904296875,15,15,-0.029687499999999645,-4.064290364583333,-4.034602864583333,-0.029687499999999645,[4619],[5697],[5667],[7906],[5667],[7906],"[""Ġcritical""]","[""Ġideas""]","[""Ġessential""]","[""Ġthoughts""]","[""Ġessential""]","[""Ġthoughts""]"
477,prolex,"In conclusion, both understanding ideas and concepts and learning facts are critical in learning.","In conclusion, both understanding thoughts and concepts and learning facts are vital in learning.",critical,vital,76,84,ideas,thoughts,34,39,-4.40625,-10.5,-14.90625,-4.15625,-10.5,-14.65625,-0.25,-4.25,-10.5,-14.75,-0.15625,4.064290364583333,4.147102864583333,60.96435546875,62.20654296875,15,15,0.08281250000000018,-4.064290364583333,-4.147102864583333,0.08281250000000018,[4619],[5697],[12232],[7906],[12232],[7906],"[""Ġcritical""]","[""Ġideas""]","[""Ġvital""]","[""Ġthoughts""]","[""Ġvital""]","[""Ġthoughts""]"
478,prolex,"In conclusion, both understanding ideas and concepts and learning facts are critical in learning.","In conclusion, both understanding thoughts and concepts and learning facts are crucial in learning.",critical,crucial,76,84,ideas,thoughts,34,39,-4.40625,-10.5,-14.90625,-3.921875,-10.5,-14.421875,-0.484375,-4.125,-10.5,-14.625,-0.28125,4.064290364583333,4.114290364583334,60.96435546875,61.71435546875,15,15,0.05000000000000071,-4.064290364583333,-4.114290364583334,0.05000000000000071,[4619],[5697],[9560],[7906],[9560],[7906],"[""Ġcritical""]","[""Ġideas""]","[""Ġcrucial""]","[""Ġthoughts""]","[""Ġcrucial""]","[""Ġthoughts""]"
479,prolex,"In conclusion, both understanding ideas and concepts and learning facts are critical in learning.","In conclusion, both understanding thoughts and concepts and learning facts are imperative in learning.",critical,imperative,76,84,ideas,thoughts,34,39,-4.40625,-10.5,-14.90625,-6.71875,-10.5,-17.21875,2.3125,-6.6875,-10.5,-17.1875,2.28125,4.064290364583333,4.306998697916667,60.96435546875,64.60498046875,15,15,0.24270833333333375,-4.064290364583333,-4.306998697916667,0.24270833333333375,[4619],[5697],[30048],[7906],[30048],[7906],"[""Ġcritical""]","[""Ġideas""]","[""Ġimperative""]","[""Ġthoughts""]","[""Ġimperative""]","[""Ġthoughts""]"
480,prolex,"In conclusion, both understanding ideas and concepts and learning facts are critical in learning.","In conclusion, both understanding thoughts and concepts and learning facts are important in learning.",critical,important,76,84,ideas,thoughts,34,39,-4.40625,-10.5,-14.90625,-1.171875,-10.5,-11.671875,-3.234375,-1.125,-10.5,-11.625,-3.28125,4.064290364583333,3.881477864583333,60.96435546875,58.22216796875,15,15,-0.18281249999999982,-4.064290364583333,-3.881477864583333,-0.18281249999999982,[4619],[5697],[1774],[7906],[1774],[7906],"[""Ġcritical""]","[""Ġideas""]","[""Ġimportant""]","[""Ġthoughts""]","[""Ġimportant""]","[""Ġthoughts""]"
482,prolex,"For others is more likely the approach of trying just to understand the concept without reviewing or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.","For others is more likely the approach of attempting just to understand the concept without examining or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.",reviewing,examining,88,97,trying,attempting,42,48,-9.25,-5.40625,-14.65625,-7.0625,-7.40625,-14.46875,-0.1875,-6.625,-7.40625,-14.03125,-0.625,3.182005840799083,3.132449025693147,146.3722686767578,144.09265518188477,46,46,-0.049556815105936014,-3.182005840799083,-3.132449025693147,-0.049556815105936014,[16725],[2820],[17565],[13756],[17565],[13756],"[""Ġreviewing""]","[""Ġtrying""]","[""Ġexamining""]","[""Ġattempting""]","[""Ġexamining""]","[""Ġattempting""]"
483,prolex,"For others is more likely the approach of trying just to understand the concept without reviewing or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.","For others is more likely the approach of attempting just to understand the concept without assessing or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.",reviewing,assessing,88,97,trying,attempting,42,48,-9.25,-5.40625,-14.65625,-7.75,-7.40625,-15.15625,0.5,-7.4375,-7.40625,-14.84375,0.1875,3.182005840799083,3.1672712408978008,146.3722686767578,145.69447708129883,46,46,-0.01473459990128223,-3.182005840799083,-3.1672712408978008,-0.01473459990128223,[16725],[2820],[18005],[13756],[18005],[13756],"[""Ġreviewing""]","[""Ġtrying""]","[""Ġassessing""]","[""Ġattempting""]","[""Ġassessing""]","[""Ġattempting""]"
484,prolex,"For others is more likely the approach of trying just to understand the concept without reviewing or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.","For others is more likely the approach of attempting just to understand the concept without evaluating or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.",reviewing,evaluating,88,97,trying,attempting,42,48,-9.25,-5.40625,-14.65625,-6.1875,-7.40625,-13.59375,-1.0625,-6.0,-7.40625,-13.40625,-1.25,3.182005840799083,3.123039660246476,146.3722686767578,143.6598243713379,46,46,-0.05896618055260694,-3.182005840799083,-3.123039660246476,-0.05896618055260694,[16725],[2820],[16344],[13756],[16344],[13756],"[""Ġreviewing""]","[""Ġtrying""]","[""Ġevaluating""]","[""Ġattempting""]","[""Ġevaluating""]","[""Ġattempting""]"
486,prolex,"For others is more likely the approach of trying just to understand the concept without reviewing or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.","For others is more likely the approach of attempting just to understand the concept without studying or analysing the facts, making it very difficult to get a full understanding of the concept and even making it very difficult to apply it in real situations.",reviewing,studying,88,97,trying,attempting,42,48,-9.25,-5.40625,-14.65625,-7.4375,-7.40625,-14.84375,0.1875,-7.1875,-7.40625,-14.59375,-0.0625,3.182005840799083,3.1269335539444634,146.3722686767578,143.8389434814453,46,46,-0.05507228685461962,-3.182005840799083,-3.1269335539444634,-0.05507228685461962,[16725],[2820],[12392],[13756],[12392],[13756],"[""Ġreviewing""]","[""Ġtrying""]","[""Ġstudying""]","[""Ġattempting""]","[""Ġstudying""]","[""Ġattempting""]"
